space,0.0705,1.6373,1.5668
s,0.2018,1.938,1.7362
a,0.1319,2.1101,1.9782
l,0.2684,2.3958,2.1274
i,0.136,2.4541,2.3181
r,0.1456,2.8563,2.7106
space,0.1268,3.6848,3.5581
e,0.0933,5.0173,4.9239
l,0.0888,5.1822,5.0934
space,0.1235,5.5211,5.3976
p,0.1396,6.0223,5.8827
u,0.0742,6.2869,6.2127
e,0.127,6.48,6.353
b,0.1125,6.8334,6.7209
l,0.0775,6.9979,6.9204
o,0.1064,7.257,7.1506
space,0.0978,7.5679,7.4701
e,0.0531,7.9803,7.9272
w,0.0531,7.9848,7.9318
,0.0653,8.8283,8.763
,0.0651,9.3255,9.2604
space,0.0928,9.5402,9.4474
e,0.1179,9.7468,9.6289
l,0.0732,9.8716,9.7984
a,0.0633,10.2162,10.1529
,0.0624,10.2192,10.1568
,0.065,11.7216,11.6566
space,0.0577,12.2143,12.1566
a,0.1462,12.6895,12.5433
b,0.1083,13.0662,12.9579
u,0.0974,13.5846,13.4871
e,0.1266,13.8401,13.7135
l,0.0885,13.9543,13.8659
o,0.0576,14.1364,14.0789
space,0.0829,14.4173,14.3343
s,0.0962,14.6399,14.5437
e,0.1154,14.8745,14.7591
space,0.07,14.9967,14.9266
b,0.0835,15.2438,15.1603
a,0.1213,15.5937,15.4724
j,0.2108,15.8673,15.6565
o,0.1619,16.0158,15.8539
space,0.1004,16.3545,16.2541
d,0.1145,16.7536,16.6392
e,0.1257,17.5586,17.4329
l,0.1662,18.2093,18.0431
space,0.1234,20.091,19.9675
b,0.1132,20.7255,20.6123
u,0.0833,21.2377,21.1544
r,0.0699,21.5099,21.4399
r,0.1141,21.7331,21.619
o,0.0873,21.9443,21.857
,1.2282,23.9917,22.7635
o,0.0786,26.3188,26.2402
,0.0919,27.2523,27.1603
,0.0657,29.6884,29.6228
,0.0857,30.3498,30.2642
space,0.0799,30.7772,30.6973
l,0.0519,32.0667,32.0147
l,0.0695,32.2306,32.1611
e,0.1004,32.4502,32.3498
g,0.1258,32.7471,32.6213
a,0.0568,32.8599,32.8031
r,0.1313,33.2107,33.0794
o,0.1574,33.8456,33.6883
n,0.184,34.5633,34.3794
space,0.1316,36.039,35.9075
a,0.0887,36.5774,36.4887
space,0.1108,36.7798,36.669
o,0.1457,37.1889,37.0432
t,0.0955,37.3763,37.2808
r,0.0908,37.6165,37.5258
i,0.0789,37.8426,37.7637
,0.0965,38.5643,38.4678
o,0.0732,38.8848,38.8115
space,0.0755,39.129,39.0535
p,0.1216,39.4155,39.2939
u,0.0673,39.6344,39.5672
e,0.1202,39.8498,39.7296
b,0.1707,40.2779,40.1073
l,0.1062,40.4464,40.3402
o,0.2175,41.3245,41.107
,0.0763,44.3648,44.2886
space,0.0636,44.6099,44.5463
c,0.0926,44.8018,44.7092
o,0.0742,44.9505,44.8762
m,0.1303,45.2065,45.0762
o,0.1052,45.3554,45.2502
space,0.0812,45.5726,45.4914
i,0.0788,45.8313,45.7525
b,0.1345,46.3168,46.1822
a,0.1251,46.5626,46.4374
n,0.0696,46.6704,46.6009
space,0.0741,46.8835,46.8094
c,0.1283,47.0322,46.904
a,0.1127,47.2348,47.1221
m,0.1366,47.3895,47.2529
i,0.0964,47.5712,47.4748
n,0.0775,47.7518,47.6743
a,0.1308,47.9046,47.7738
n,0.0719,48.0259,47.954
d,0.1512,48.3675,48.2162
o,0.1306,48.8803,48.7496
space,0.0885,49.2377,49.1492
l,0.0503,49.6644,49.6142
o,0.0705,49.8699,49.7994
s,0.0962,50.1407,50.0446
space,0.0731,50.7222,50.649
d,0.0779,50.9972,50.9193
o,0.0837,51.3324,51.2487
s,0.1035,51.5614,51.4579
space,0.0629,51.6855,51.6226
j,0.0676,51.9928,51.9252
u,0.0693,52.1769,52.1077
n,0.079,52.4262,52.3472
t,0.0813,52.6649,52.5836
o,0.104,52.8996,52.7956
s,0.1007,53.6588,53.5581
space,0.1102,54.4976,54.3874
,0.1534,55.6975,55.544
,0.1006,56.5046,56.404
space,0.0702,57.083,57.0128
a,0.1108,57.4109,57.3
l,0.0875,57.5449,57.4574
space,0.0828,57.7805,57.6978
b,0.1214,57.9848,57.8634
u,0.075,58.1597,58.0847
r,0.0752,58.4077,58.3324
