space,0.2453,2.0646,1.8193
e,0.1762,2.4303,2.2541
,0.0834,3.4623,3.3789
c,0.1335,4.3986,4.2651
u,0.2223,5.3022,5.08
e,0.1885,5.4862,5.2977
n,0.3251,6.3795,6.0544
t,0.1399,6.4049,6.265
a,0.2092,6.7717,6.5625
space,0.1182,6.9729,6.8548
q,0.2093,7.6982,7.4889
u,0.2066,8.8059,8.5993
e,0.1488,9.0664,8.9176
space,0.2227,9.4423,9.2196
h,0.2887,10.4788,10.1901
a,0.1756,10.5535,10.3779
b,0.1666,11.417,11.2503
i,0.2397,12.1766,11.9368
a,0.2019,12.4014,12.1996
space,0.0821,12.6874,12.6053
l,0.217,13.254,13.037
l,0.3292,13.7792,13.45
e,0.1497,13.8049,13.6552
g,0.1456,14.2434,14.0978
a,0.1212,14.5071,14.3859
d,0.1834,14.7922,14.6089
o,0.3235,15.5547,15.2313
space,0.1792,15.626,15.4468
a,0.1942,15.901,15.7068
space,0.1708,16.134,15.9632
o,0.3206,16.9612,16.6406
i,0.136,17.5888,17.4528
d,0.1897,17.9882,17.7985
o,0.3151,18.5421,18.227
s,0.1797,18.6872,18.5076
space,0.1793,18.9483,18.769
d,0.1358,19.5416,19.4058
e,0.1356,19.7991,19.6635
l,0.2753,20.5336,20.2583
space,0.162,20.6105,20.4485
s,0.1367,21.8145,21.6777
e,0.1133,22.0843,21.971
,0.2272,23.0083,22.7811
o,0.3123,24.6085,24.2963
r,0.1921,24.8476,24.6554
space,0.2805,25.2023,24.9218
o,0.3103,26.0716,25.7613
b,0.1389,26.3952,26.2563
i,0.2598,27.5515,27.2917
s,0.1658,27.6649,27.4992
p,0.2484,29.5579,29.3096
o,0.3329,30.2041,29.8712
space,0.1746,30.3094,30.1349
d,0.1113,30.4768,30.3656
e,0.2014,30.7963,30.5949
space,0.1792,30.9417,30.7624
a,0.1154,31.1956,31.0802
q,0.1188,31.5029,31.3841
u,0.1796,32.7508,32.5712
e,0.156,32.9029,32.7469
l,0.176,33.6418,33.4658
l,0.2823,34.1091,33.8269
