space,0.0686,8.0353,7.9667
l,0.064,9.0842,9.0202
r,0.0989,9.2967,9.1978
space,0.0827,9.3981,9.3154
e,0.1165,10.1492,10.0327
m,0.0666,10.3365,10.27
p,0.0837,10.6434,10.5598
e,0.0894,11.0595,10.97
z,0.107,11.5176,11.4105
o,0.0736,11.8342,11.7606
space,0.0909,12.0741,11.9832
a,0.1292,12.289,12.1598
space,0.0809,12.4074,12.3264
d,0.139,12.5996,12.4606
o,0.0603,12.7903,12.73
l,0.0837,12.9976,12.9139
e,0.1112,13.1342,13.023
r,0.1315,13.4088,13.2772
u,0.0559,19.35,19.2942
n,0.0493,19.5747,19.5254
,0.0624,23.826,23.7636
a,0.1064,31.2287,31.1223
space,0.0439,31.3462,31.3023
m,0.0738,31.6475,31.5736
u,0.0605,31.9178,31.8573
e,0.1015,32.1967,32.0952
l,0.0492,32.4023,32.3531
a,0.1099,32.5539,32.444
space,0.0804,32.7155,32.6351
y,0.07,33.3003,33.2303
space,0.0885,33.5361,33.4477
c,0.1087,33.7562,33.6475
o,0.0676,33.9002,33.8325
n,0.0937,34.171,34.0773
space,0.0811,34.3585,34.2775
e,0.0967,37.436,37.3393
l,0.1086,37.7039,37.5953
space,0.0787,37.9149,37.8362
d,0.1067,38.1043,37.9976
o,0.0579,38.4233,38.3653
l,0.0615,38.7098,38.6483
o,0.0559,38.8916,38.8357
r,0.1277,41.1037,40.9761
space,0.063,42.0705,42.0076
y,0.055,43.3564,43.3014
space,0.0724,43.5845,43.5121
e,0.0999,43.7891,43.6892
l,0.0688,43.9555,43.8866
space,0.077,44.1893,44.1123
h,0.0507,44.5284,44.4777
a,0.099,44.6979,44.5989
m,0.0479,45.6516,45.6038
b,0.0637,45.9089,45.8452
r,0.0872,46.2466,46.1594
e,0.112,47.606,47.494
space,0.0663,48.2135,48.1472
q,0.1148,50.0953,49.9806
u,0.06,50.311,50.251
e,0.0901,50.449,50.3589
space,0.0865,50.601,50.5145
t,0.0641,50.8365,50.7724
e,0.0875,50.9572,50.8697
n,0.0741,51.1598,51.0856
i,0.0498,51.4706,51.4208
a,0.1007,53.6359,53.5352
space,0.0668,53.8381,53.7713
n,0.0654,55.1907,55.1253
o,0.0561,55.3967,55.3406
space,0.0743,55.6247,55.5504
s,0.0822,55.8267,55.7445
a,0.1068,56.0388,55.932
b,0.0577,56.1402,56.0825
i,0.0518,56.3916,56.3398
a,0.1045,56.5533,56.4488
space,0.0764,56.6884,56.612
a,0.0461,56.88,56.834
u,0.0493,57.239,57.1897
e,0.0972,60.5296,60.4324
space,0.0705,60.7292,60.6587
h,0.0782,61.2023,61.124
a,0.1351,61.3769,61.2419
c,0.0751,61.5186,61.4436
e,0.1125,61.6936,61.5812
r,0.0823,61.914,61.8317
,0.0494,66.7284,66.679
space,0.0645,66.9173,66.8528
p,0.0592,67.1748,67.1157
o,0.0756,67.3565,67.2808
r,0.0559,67.6357,67.5798
q,0.1451,68.0688,67.9237
u,0.0724,68.2942,68.2219
e,0.1056,68.4294,68.3238
space,0.0765,68.5498,68.4734
p,0.0683,68.8543,68.786
e,0.0901,69.1183,69.0282
n,0.0455,69.3873,69.3418
s,0.0763,70.1065,70.0302
a,0.0835,70.2344,70.151
d,0.0319,70.3684,70.3365
a,0.1108,71.9489,71.8381
space,0.053,77.097,77.044
s,0.1003,77.9438,77.8435
i,0.0704,78.1255,78.055
space,0.0958,78.3686,78.2728
m,0.0726,78.5572,78.4846
e,0.1061,78.7349,78.6288
space,0.0899,78.8807,78.7908
s,0.0979,79.0918,78.9939
a,0.1094,79.3147,79.2053
c,0.0962,79.6139,79.5177
o,0.0831,79.7574,79.6743
space,0.1011,79.9783,79.8772
l,0.088,80.1473,80.0593
a,0.1187,80.297,80.1783
space,0.0864,80.3761,80.2897
m,0.075,80.6434,80.5685
u,0.0868,81.0783,80.9916
e,0.0954,81.3021,81.2067
l,0.057,81.955,81.898
a,0.1347,84.5217,84.387
y,0.06,88.2084,88.1484
space,0.0892,88.4412,88.3521
p,0.0583,88.674,88.6158
a,0.1268,88.8531,88.7263
g,0.0628,89.0588,88.996
o,0.0558,89.3123,89.2564
space,0.0867,89.5352,89.4485
c,0.1014,89.7797,89.6783
o,0.0463,89.8462,89.7999
n,0.0749,90.1039,90.029
space,0.0837,90.3018,90.2181
e,0.1066,90.487,90.3804
l,0.0529,90.562,90.5092
space,0.0263,90.7676,90.7413
t,0.0676,91.8975,91.83
e,0.0962,92.0688,91.9726
space,0.0863,92.2728,92.1865
m,0.0691,92.8228,92.7537
e,0.0928,92.9632,92.8704
d,0.1055,93.2232,93.1177
i,0.0441,93.3439,93.2997
o,0.064,93.5409,93.477
space,0.0636,93.744,93.6803
r,0.0551,94.3343,94.2792
e,0.0821,94.4384,94.3563
a,0.1154,94.8943,94.7789
l,0.0637,97.6381,97.5744
,0.0551,100.3793,100.3243
space,0.0509,100.6001,100.5492
,0.0359,100.9146,100.8788
m,0.0482,100.9211,100.873
e,0.0896,101.1549,101.0653
d,0.1072,101.4513,101.344
o,0.0539,101.7253,101.6714
l,0.0394,101.9238,101.8844
e,0.0996,102.0808,101.9811
r,0.0538,102.5007,102.447
a,0.1087,102.7365,102.6277
space,0.0799,102.8334,102.7536
l,0.0663,103.2998,103.2335
a,0.1017,103.4562,103.3544
space,0.0837,103.5575,103.4738
m,0.0613,103.7627,103.7014
u,0.0482,104.0033,103.9551
e,0.0964,104.2462,104.1499
l,0.0423,104.5321,104.4898
a,0.1245,104.6942,104.5697
,0.0935,118.7805,118.687
e,0.0524,119.9064,119.854
,0.4753,119.9559,119.4806
s,0.0955,120.3252,120.2297
t,0.0667,120.5267,120.46
a,0.1019,120.6444,120.5425
n,0.067,121.0003,120.9333
a,0.1008,121.14,121.0392
a,0.0949,122.3246,122.2296
space,0.0705,122.4603,122.3898
p,0.0615,123.215,123.1536
e,0.1086,123.4142,123.3056
n,0.0535,123.8072,123.7538
s,0.0883,124.2604,124.1721
a,0.1186,124.5176,124.399
n,0.0565,124.6451,124.5886
d,0.1045,124.9185,124.814
o,0.0609,125.1789,125.118
space,0.0659,125.4304,125.3644
l,0.0638,125.7726,125.7087
o,0.0684,125.959,125.8906
space,0.0862,126.1838,126.0976
q,0.1136,126.351,126.2375
u,0.0509,126.4978,126.4468
e,0.1093,126.6897,126.5804
space,0.078,126.7861,126.7081
i,0.0501,127.0676,127.0176
b,0.0578,127.4392,127.3814
a,0.11,127.571,127.461
space,0.0674,127.807,127.7396
w,0.0638,157.0508,156.9869
,0.4206,157.0879,156.6673
e,0.0557,160.9131,160.8574
,0.3769,160.9926,160.6157
s,0.0964,161.3701,161.2737
t,0.048,161.5369,161.4889
a,0.1026,161.6831,161.5805
b,0.0695,162.1198,162.0503
a,0.1019,162.2352,162.1333
space,0.089,162.368,162.279
p,0.0489,162.8218,162.7728
e,0.0911,162.9853,162.8942
n,0.0558,163.4235,163.3677
s,0.0799,163.7673,163.6875
a,0.1227,164.0293,163.9067
n,0.0615,164.1275,164.066
d,0.1322,164.4337,164.3014
o,0.0785,167.2615,167.183
space,0.0791,169.2166,169.1375
l,0.0561,169.968,169.9119
o,0.0583,170.1499,170.0916
space,0.0988,170.3955,170.2967
q,0.1145,170.6535,170.539
u,0.0661,170.7885,170.7224
e,0.1192,170.9773,170.8581
space,0.0791,171.0992,171.0201
m,0.0566,171.3608,171.3042
e,0.1134,171.5343,171.4209
space,0.0787,171.6517,171.573
i,0.0533,171.8841,171.8308
b,0.0661,172.3859,172.3198
a,0.115,172.5094,172.3944
space,0.066,172.611,172.545
a,0.1233,174.4305,174.3072
space,0.0561,174.5626,174.5065
h,0.0481,174.9731,174.925
a,0.116,175.1189,175.0029
c,0.0665,175.3304,175.2639
e,0.119,175.4968,175.3778
r,0.0612,175.6362,175.575
space,0.0807,176.667,176.5863
c,0.0936,177.3505,177.2569
u,0.0391,177.4979,177.4588
a,0.1069,177.7097,177.6028
n,0.0762,177.7931,177.7169
d,0.104,178.0334,177.9294
o,0.0659,178.2442,178.1782
,0.0651,179.385,179.3199
space,0.0664,180.6435,180.5771
m,0.0661,186.0291,185.963
e,0.094,186.1713,186.0773
space,0.0761,186.7697,186.6936
d,0.0987,187.0047,186.906
o,0.046,187.2027,187.1567
l,0.0635,187.3969,187.3334
e,0.1068,187.5632,187.4565
r,0.0618,187.9115,187.8497
a,0.0978,188.1247,188.0269
space,0.0738,188.2443,188.1705
l,0.0475,188.5708,188.5233
a,0.0924,188.7162,188.6238
space,0.0723,188.8046,188.7323
m,0.0496,189.2111,189.1615
u,0.0432,189.4797,189.4365
e,0.0931,189.8212,189.7281
l,0.0714,191.1987,191.1273
a,0.1124,191.3475,191.2352
v,0.0652,217.5623,217.4971
,0.3896,217.606,217.2164
i,0.0483,217.8672,217.8189
n,0.0478,218.0515,218.0037
i,0.0475,218.2508,218.2033
e,0.1139,218.585,218.4711
r,0.0573,218.8131,218.7558
o,0.0556,219.2535,219.1979
n,0.0692,221.4305,221.3613
space,0.0668,222.003,221.9362
a,0.1203,224.256,224.1357
space,0.0607,224.3749,224.3142
p,0.0526,224.7217,224.6691
a,0.0881,224.8459,224.7578
s,0.0876,225.0463,224.9587
a,0.1043,225.2582,225.1538
r,0.0704,225.4637,225.3932
space,0.0707,225.6766,225.6058
p,0.0513,226.3246,226.2734
o,0.0724,226.5213,226.4489
r,0.0959,226.9572,226.8613
space,0.0783,227.1085,227.0302
a,0.1041,228.6931,228.589
l,0.0482,229.3198,229.2716
l,0.0732,229.4938,229.4206
i,0.0688,234.625,234.5562
space,0.0372,235.1478,235.1106
d,0.0944,239.6215,239.5271
o,0.0511,239.9094,239.8583
s,0.0929,240.0617,239.9688
space,0.1006,240.2437,240.1431
l,0.056,240.831,240.775
a,0.1157,240.9716,240.8559
c,0.0637,241.2869,241.2232
a,0.1209,241.4304,241.3095
y,0.0544,242.0373,241.9829
o,0.0708,244.608,244.5372
s,0.096,244.7391,244.6431
space,0.057,245.4749,245.4179
q,0.0836,248.5011,248.4175
u,0.0751,248.7357,248.6606
e,0.1016,248.8671,248.7655
space,0.0837,249.004,248.9203
l,0.0738,249.2245,249.1507
e,0.0885,249.3354,249.2469
space,0.0781,249.4601,249.382
v,0.0476,249.7209,249.6732
i,0.0559,249.9792,249.9233
e,0.1111,250.1458,250.0347
r,0.0916,250.3895,250.2979
o,0.0472,250.5941,250.547
n,0.0576,250.9231,250.8655
space,0.0908,251.1457,251.0549
t,0.0579,251.544,251.4861
a,0.1165,252.0095,251.8931
n,0.076,252.2603,252.1844
space,0.0875,252.4835,252.396
e,0.1164,252.9216,252.8052
m,0.0685,253.1777,253.1092
b,0.0508,253.6096,253.5588
o,0.0506,253.8836,253.833
b,0.0684,254.1771,254.1086
a,0.1348,254.3865,254.2518
d,0.056,254.6158,254.5598
o,0.0676,257.175,257.1074
space,0.071,258.1327,258.0617
c,0.0971,259.3879,259.2908
o,0.048,259.5169,259.4689
n,0.0699,259.7727,259.7028
t,0.0476,260.0076,259.9599
e,0.0916,260.1699,260.0782
n,0.0435,260.377,260.3335
p,0.038,260.6867,260.6488
l,0.0454,260.8915,260.8461
a,0.0998,261.0284,260.9285
n,0.042,261.1853,261.1434
o,0.0444,261.6137,261.5693
space,0.0712,262.2619,262.1907
l,0.0501,262.4734,262.4234
o,0.0539,262.6607,262.6068
s,0.0919,262.8563,262.7644
space,0.0673,262.9537,262.8864
p,0.0633,263.2105,263.1471
a,0.0982,263.3285,263.2303
s,0.1011,263.5494,263.4483
t,0.0534,263.7627,263.7092
e,0.0942,263.8989,263.8046
l,0.0452,264.1517,264.1064
e,0.0917,264.2811,264.1894
s,0.1047,266.8865,266.7818
,0.0629,268.7613,268.6983
,0.0483,269.417,269.3687
q,0.1146,281.9019,281.7873
u,0.0755,282.1274,282.0519
e,0.1096,282.2536,282.144
space,0.0827,282.395,282.3123
p,0.0713,282.6059,282.5346
a,0.0968,282.7265,282.6298
r,0.0522,282.901,282.8487
a,0.1114,283.0606,282.9491
space,0.0871,283.1595,283.0724
n,0.0654,283.5785,283.5132
b,0.0749,284.8978,284.8229
u,0.0663,285.163,285.0967
r,0.0766,285.4768,285.4003
l,0.0526,285.8095,285.7569
a,0.1282,285.9643,285.8361
r,0.0518,286.1509,286.0991
s,0.0987,286.3635,286.2648
e,0.0868,286.563,286.4762
space,0.0712,286.6879,286.6168
d,0.0948,287.1261,287.0313
e,0.1317,287.4092,287.2775
space,0.1112,287.597,287.4858
e,0.106,287.7686,287.6626
l,0.0727,290.5421,290.4694
space,0.0879,291.2993,291.2115
l,0.0613,292.0697,292.0084
e,0.1144,292.3297,292.2154
space,0.073,292.4269,292.3538
p,0.0524,292.6453,292.5929
r,0.0479,292.9446,292.8967
e,0.0953,293.0982,293.0029
g,0.0042,293.1774,293.1732
i,0.0308,293.4172,293.3865
n,0.0688,294.372,294.3032
t,0.0482,294.7314,294.6832
a,0.1262,294.9072,294.7809
r,0.0487,295.1606,295.1119
o,0.0708,295.5108,295.44
n,0.0577,296.4699,296.4122
v,0.0706,301.2078,301.1372
,0.4276,301.2838,300.8562
i,0.0655,301.5095,301.4441
l,0.0576,301.6984,301.6408
l,0.0709,301.861,301.7901
a,0.1267,302.0328,301.9061
n,0.0738,302.2431,302.1693
o,0.0756,303.6736,303.598
,0.0575,306.2927,306.2352
space,0.0523,306.5105,306.4582
c,0.0933,307.3963,307.303
u,0.0613,307.5265,307.4652
a,0.1042,307.736,307.6318
n,0.054,307.8456,307.7916
t,0.0482,308.0937,308.0455
o,0.063,308.3992,308.3362
s,0.1145,308.5571,308.4426
space,0.0744,308.6657,308.5913
p,0.055,308.8654,308.8104
a,0.1024,309.0093,308.9068
s,0.1062,309.2417,309.1355
t,0.0484,309.4602,309.4117
e,0.0929,309.639,309.5461
l,0.0457,309.8672,309.8215
e,0.0994,310.0034,309.904
s,0.1071,310.2458,310.1387
space,0.0736,310.3639,310.2903
t,0.0451,310.9867,310.9416
e,0.0932,311.1376,311.0444
space,0.0773,311.2651,311.1879
c,0.0951,311.488,311.3929
o,0.0428,311.6291,311.5863
m,0.051,311.8408,311.7898
e,0.1092,312.0892,311.98
r,0.0867,312.3388,312.2521
i,0.0448,312.5175,312.4726
a,0.1055,313.0402,312.9347
s,0.0933,313.352,313.2587
space,0.0646,313.5061,313.4415
d,0.1196,313.7473,313.6277
e,0.0941,313.9441,313.85
space,0.069,314.0813,314.0122
u,0.0342,314.3284,314.2942
n,0.0663,314.5573,314.491
a,0.1075,314.6963,314.5888
space,0.0677,314.8124,314.7446
v,0.0654,315.0346,314.9692
e,0.0882,315.1487,315.0605
z,0.1145,318.6886,318.5741
,0.0659,321.8125,321.7466
space,0.0483,322.0181,321.9698
r,0.0663,323.0271,322.9608
,0.3431,323.1031,322.7601
e,0.0539,323.3364,323.2825
s,0.106,323.5585,323.4525
p,0.0596,324.0141,323.9545
o,0.0453,324.2016,324.1563
n,0.0526,324.4392,324.3867
d,0.1012,324.7178,324.6166
i,0.0458,324.8214,324.7756
o,0.0528,325.0413,324.9885
,0.0588,326.2117,326.1529
,0.262,326.2808,326.0187
space,0.0492,329.515,329.4658
t,0.0624,332.6276,332.5652
,0.5099,332.6716,332.1618
e,0.0847,333.0723,332.9877
n,0.0454,333.1702,333.1248
g,0.058,333.8176,333.7596
o,0.0525,334.084,334.0315
space,0.1193,334.347,334.2276
t,0.0431,334.6308,334.5877
a,0.1226,334.7936,334.671
n,0.0528,334.9566,334.9039
t,0.0558,335.2098,335.154
a,0.1037,335.3407,335.2371
space,0.0711,335.4503,335.3792
