space,0.0557,2.929,2.8732
e,0.0866,3.0113,2.9247
r,0.0917,3.2249,3.1331
a,0.1163,3.5386,3.4223
space,0.1061,3.5631,3.457
u,0.0854,4.3391,4.2537
n,0.0657,4.6891,4.6234
a,0.1005,4.8438,4.7433
space,0.0628,4.9442,4.8813
v,0.075,5.3817,5.3067
e,0.0798,5.4423,5.3625
z,0.1142,5.8033,5.6891
space,0.131,6.2153,6.0842
u,0.0873,7.1157,7.0284
n,0.0698,7.4322,7.3623
space,0.0474,7.609,7.5617
v,0.0533,8.0001,7.9469
i,0.0571,8.3988,8.3416
e,0.0871,8.5349,8.4479
j,0.0621,8.652,8.5898
o,0.0916,8.9646,8.873
space,0.0632,9.3147,9.2515
m,0.0505,9.5362,9.4856
o,0.0604,9.8657,9.8052
n,0.0938,10.2053,10.1116
a,0.0962,10.3158,10.2196
s,0.0763,10.6258,10.5494
t,0.0698,10.9661,10.8963
e,0.09,11.2434,11.1534
r,0.0896,11.4724,11.3827
i,0.0637,11.7498,11.6861
o,0.1334,12.0952,11.9618
space,0.0935,12.8379,12.7444
s,0.0947,13.181,13.0862
i,0.0632,13.5681,13.5049
t,0.0841,13.795,13.711
u,0.0623,14.1727,14.1104
a,0.0951,14.299,14.2039
f,0.027,14.5725,14.5455
d,0.0788,14.6141,14.5353
o,0.1567,15.15,14.9933
space,0.0592,15.7158,15.6566
e,0.0805,15.9292,15.8487
n,0.0482,16.0276,15.9794
space,0.0678,16.2265,16.1587
e,0.0783,16.3647,16.2864
l,0.075,16.5672,16.4922
space,0.0635,16.8446,16.7811
c,0.0752,16.9564,16.8812
e,0.0945,17.2198,17.1253
n,0.076,17.2628,17.1868
t,0.0611,17.5036,17.4425
r,0.092,17.7112,17.6192
o,0.08,18.0483,17.9683
space,0.0807,18.5711,18.4904
d,0.0733,19.0225,18.9492
e,0.071,19.1841,19.1131
space,0.1123,19.2733,19.161
u,0.0705,20.2028,20.1323
n,0.0658,20.5333,20.4675
space,0.0529,20.7695,20.7165
e,0.0846,21.6484,21.5639
n,0.0651,21.7909,21.7258
o,0.0704,22.2721,22.2017
r,0.0706,22.3552,22.2846
m,0.0825,23.096,23.0136
e,0.077,23.1691,23.092
space,0.0827,23.515,23.4323
y,0.0661,24.4093,24.3432
space,0.0832,24.7558,24.6726
f,0.0799,24.9088,24.8289
r,0.0801,25.1044,25.0243
o,0.0698,25.3261,25.2563
n,0.0622,25.6605,25.5983
d,0.0787,26.0026,25.924
o,0.0401,26.2102,26.1701
s,0.0743,26.3584,26.2842
o,0.0476,26.3664,26.3187
space,0.0704,26.813,26.7426
b,0.0623,27.1563,27.094
o,0.0659,27.61,27.5441
s,0.0616,27.6674,27.6058
q,0.084,27.911,27.8269
u,0.0651,28.4171,28.352
e,0.0873,28.553,28.4656
