space,0.073,3.3303,3.2573
a,0.1149,4.3107,4.1958
l,0.1556,4.8936,4.738
space,0.1568,5.3383,5.1815
l,0.1185,5.7663,5.6479
a,0.157,6.214,6.057
d,0.1801,6.7588,6.5788
o,0.1377,7.1167,6.979
,0.1181,10.4445,10.3264
space,0.165,12.2051,12.0401
e,0.1661,13.3555,13.1894
l,0.1848,13.7817,13.5969
p,0.1439,14.473,14.3291
r,0.1484,15.3747,15.2262
i,0.1623,16.0252,15.8629
m,0.1652,16.9557,16.7905
e,0.1283,17.6655,17.5372
r,0.1942,18.0267,17.8325
space,0.1339,24.5437,24.4098
,0.1004,24.7846,24.6842
d,0.1722,25.5978,25.4255
i,0.138,25.9395,25.8015
a,0.1648,26.5195,26.3547
space,0.1394,29.9848,29.8454
,0.1006,30.2415,30.141
d,0.1506,30.7949,30.6443
e,0.1978,31.6279,31.4301
space,0.1857,32.0015,31.8158
,0.1004,32.132,32.0317
v,0.1599,32.507,32.3471
i,0.1502,33.2363,33.0861
a,0.1687,34.0073,33.8387
j,0.1325,34.6965,34.564
e,0.167,35.4477,35.2807
space,0.1036,39.2297,39.1261
,0.101,39.4358,39.3348
l,0.1294,39.7085,39.5791
l,0.1844,40.045,39.8605
e,0.1113,40.5213,40.41
g,0.1934,41.3955,41.2021
a,0.1835,42.6648,42.4813
r,0.154,43.3451,43.191
o,0.1117,43.7232,43.6115
n,0.1448,44.4371,44.2924
,0.1003,44.6069,44.5066
space,0.1912,46.7531,46.5619
a,0.1487,50.4877,50.3391
space,0.1553,51.0128,50.8575
u,0.1318,51.5562,51.4243
n,0.1725,51.9817,51.8092
space,0.1576,52.3297,52.1721
p,0.1502,52.8816,52.7314
u,0.1118,53.7909,53.6791
e,0.1402,54.2111,54.0709
b,0.1365,55.6408,55.5043
,0.0856,55.7116,55.6259
,0.0008,55.8937,55.893
l,0.3319,56.3734,56.0415
o,0.1578,56.781,56.6232
,0.049,58.3807,58.3316
space,0.0996,58.7409,58.6413
,0.0379,65.6964,65.6585
l,0.1368,73.036,72.8992
o,0.1126,73.5726,73.46
,0.1082,78.9057,78.7975
space,0.1096,79.4551,79.3455
e,0.1379,80.5921,80.4542
n,0.1262,81.1378,81.0116
space,0.1214,81.68,81.5586
e,0.119,82.1081,81.9891
s,0.1591,82.6116,82.4525
e,0.0704,83.7694,83.699
space,0.1365,84.3091,84.1725
m,0.1357,84.6916,84.5559
o,0.1236,85.1094,84.9858
m,0.1219,85.8191,85.6972
e,0.1108,86.2635,86.1527
n,0.1084,87.1964,87.088
t,0.1183,88.0246,87.9062
o,0.1145,88.4217,88.3072
space,0.0912,93.0587,92.9675
e,0.1562,94.0913,93.935
l,0.1322,94.4356,94.3034
space,0.14,94.8891,94.7491
a,0.156,95.4183,95.2623
b,0.1258,97.0901,96.9644
u,0.1089,98.3572,98.2483
e,0.146,98.8111,98.6651
l,0.1669,99.3557,99.1888
o,0.1803,99.8138,99.6335
space,0.0982,103.1107,103.0124
i,0.1242,103.8168,103.6927
b,0.0969,104.7797,104.6828
a,0.1371,105.6098,105.4728
space,0.1102,107.7219,107.6117
s,0.1671,113.3095,113.1424
e,0.1666,113.8304,113.6638
n,0.1542,114.2831,114.1289
t,0.1613,115.072,114.9108
a,0.163,115.8765,115.7135
d,0.1549,116.2535,116.0986
o,0.1401,116.6916,116.5516
space,0.1111,120.1771,120.066
s,0.1542,121.1248,120.9706
o,0.1185,121.8309,121.7124
b,0.123,122.4464,122.3233
r,0.152,123.2719,123.1199
e,0.1312,124.2566,124.1254
space,0.1164,125.9126,125.7962
e,0.1353,126.6472,126.5119
l,0.1369,127.0726,126.9357
space,0.1504,127.5085,127.358
b,0.1515,127.9651,127.8136
u,0.1181,129.3564,129.2383
r,0.1069,129.8308,129.724
r,0.1536,130.1134,129.9598
o,0.114,131.0504,130.9364
space,0.101,133.866,133.765
y,0.1061,134.6131,134.5069
space,0.1418,135.1517,135.0099
e,0.174,136.0269,135.8529
l,0.1578,136.4424,136.2846
space,0.1641,136.8628,136.6987
n,0.1971,137.2625,137.0654
i,0.1674,137.7538,137.5863
e,0.1722,138.2095,138.0373
t,0.1267,138.848,138.7213
o,0.1357,139.7464,139.6107
space,0.1186,141.5361,141.4175
i,0.1237,142.1902,142.0665
b,0.0798,142.8653,142.7855
a,0.1316,143.3446,143.213
space,0.1721,143.8409,143.6688
c,0.1543,146.5209,146.3665
a,0.1498,147.3718,147.222
m,0.1729,147.8481,147.6752
i,0.1446,148.3594,148.2149
n,0.1355,148.972,148.8364
a,0.1411,149.7807,149.6396
n,0.125,150.1817,150.0567
d,0.1498,150.6751,150.5253
o,0.1337,151.1604,151.0267
space,0.119,152.9914,152.8724
a,0.162,153.7525,153.5905
l,0.1371,154.1985,154.0614
space,0.1014,158.0146,157.9132
l,0.1395,158.5922,158.4526
a,0.1676,159.0673,158.8997
d,0.1855,159.4827,159.2972
o,0.1316,159.8265,159.6949
,0.1045,161.5655,161.461
space,0.1317,162.9124,162.7807
a,0.1623,163.7549,163.5926
l,0.1594,164.2104,164.0509
space,0.0834,168.561,168.4777
p,0.1137,169.1611,169.0474
a,0.1331,169.6637,169.5306
s,0.2202,170.0999,169.8797
r,0.1371,170.9854,170.8483
space,0.1348,171.7805,171.6457
space,0.1329,175.3835,175.2506
p,0.1692,176.0666,175.8973
o,0.1696,176.4867,176.3171
r,0.1585,177.0637,176.9052
space,0.161,177.4883,177.3272
l,0.1483,178.0239,177.8756
a,0.1711,178.5201,178.3489
space,0.2098,178.9896,178.7798
c,0.1531,179.6797,179.5266
a,0.1426,180.5623,180.4197
l,0.1003,181.0304,180.9301
l,0.1847,181.3478,181.1631
e,0.1484,181.7521,181.6036
space,0.1081,184.779,184.6709
p,0.162,185.3864,185.2244
r,0.1483,186.3386,186.1903
i,0.1318,186.7256,186.5938
n,0.166,187.223,187.057
c,0.1568,188.838,188.6812
i,0.1263,189.2073,189.081
p,0.1665,189.9159,189.7494
a,0.1623,190.4217,190.2594
l,0.1393,191.265,191.1258
space,0.1353,193.8227,193.6874
d,0.1545,194.5242,194.3697
e,0.1801,194.9293,194.7492
l,0.1543,195.3793,195.225
space,0.14,195.754,195.614
p,0.1667,196.2926,196.1259
u,0.1349,196.8519,196.7169
e,0.1631,197.2273,197.0642
b,0.1261,197.9831,197.857
l,0.1693,198.6713,198.502
o,0.1622,199.0631,198.901
space,0.1205,202.0858,201.9654
a,0.162,202.7294,202.5674
l,0.1748,203.2835,203.1087
g,0.1523,204.1689,204.0166
u,0.1289,204.6796,204.5507
n,0.1362,205.2007,205.0645
a,0.1667,205.6835,205.5168
s,0.1937,206.0678,205.8741
space,0.1577,206.4915,206.3339
p,0.1571,207.2073,207.0502
e,0.1618,208.1837,208.0219
r,0.1872,208.6118,208.4246
s,0.1805,209.5179,209.3374
o,0.1157,209.9019,209.7862
n,0.1416,210.4391,210.2975
a,0.1542,211.345,211.1908
s,0.2155,211.7195,211.5039
space,0.1262,216.4794,216.3533
s,0.1618,217.549,217.3872
e,0.1938,218.0413,217.8474
space,0.1534,219.3424,219.189
e,0.1142,220.266,220.1518
n,0.1236,220.8321,220.7085
f,0.1369,221.6699,221.533
a,0.1841,222.4971,222.313
d,0.162,223.0364,222.8744
a,0.1623,224.1569,223.9946
r,0.172,224.6889,224.5169
o,0.1186,225.0908,224.9722
n,0.1445,225.6652,225.5207
space,0.1383,228.9687,228.8304
c,0.1632,229.4985,229.3353
u,0.1279,230.0605,229.9326
a,0.1615,231.1261,230.9646
n,0.126,232.3326,232.2066
d,0.1539,232.7705,232.6165
o,0.122,233.1732,233.0511
space,0.1409,237.9458,237.8049
v,0.1126,238.7496,238.637
i,0.1137,239.3038,239.1901
e,0.1754,239.7896,239.6142
r,0.1971,240.1993,240.0022
o,0.1456,240.5121,240.3664
n,0.1748,241.0189,240.8441
space,0.1082,245.758,245.6498
a,0.1717,246.2636,246.0919
l,0.16,246.6408,246.4808
space,0.158,247.0738,246.9157
v,0.1446,247.8604,247.7158
i,0.1318,248.3259,248.194
e,0.1751,248.9284,248.7533
j,0.1551,249.5357,249.3806
o,0.1268,250.0619,249.9351
space,0.1217,251.6229,251.5012
s,0.1616,252.8506,252.689
o,0.1317,253.2857,253.154
b,0.1286,254.1581,254.0294
r,0.1472,254.9174,254.7702
e,0.1663,255.4982,255.3319
space,0.1616,255.9336,255.772
e,0.1887,256.4489,256.2603
l,0.1618,256.929,256.7673
space,0.1657,257.4838,257.3181
b,0.1568,258.0783,257.9215
u,0.149,258.6398,258.4908
r,0.1662,259.3482,259.182
r,0.1745,259.634,259.4596
o,0.1435,259.8716,259.7281
space,0.1232,261.871,261.7478
y,0.1441,262.9138,262.7697
space,0.1593,263.4507,263.2913
a,0.2141,263.9836,263.7695
l,0.1669,264.3177,264.1508
space,0.1498,264.7679,264.6181
n,0.1392,265.3702,265.231
i,0.1185,266.0711,265.9526
,0.1804,266.9869,266.8065
o,0.2064,267.3608,267.1544
space,0.1364,269.3833,269.2469
c,0.154,270.4556,270.3016
a,0.1802,271.346,271.1658
m,0.1589,272.1045,271.9456
i,0.1131,272.7952,272.6821
n,0.1661,273.9188,273.7527
a,0.1847,275.002,274.8173
n,0.1412,275.4848,275.3436
d,0.1617,276.0184,275.8567
o,0.1591,276.6131,276.4539
,0.141,285.9834,285.8425
space,0.1041,286.6107,286.5066
d,0.1631,287.734,287.5709
e,0.1966,288.3584,288.1618
c,0.1791,289.5949,289.4159
i,0.1142,289.9967,289.8825
a,0.1846,290.8565,290.6719
n,0.1442,291.6626,291.5184
,0.1178,296.4123,296.2945
,0.1254,299.7981,299.6727
,0.1406,307.8907,307.7502
,0.1723,308.463,308.2906
,0.1663,310.0361,309.8698
,0.0999,311.6152,311.5153
space,0.1313,312.8419,312.7106
p,0.1615,316.4134,316.2519
a,0.1672,316.8024,316.6352
r,0.1945,317.3061,317.1115
e,0.1671,317.9552,317.788
c,0.198,318.5615,318.3635
e,0.1986,319.0209,318.8222
space,0.1837,319.4461,319.2624
m,0.1566,319.8204,319.6639
e,0.1509,320.3539,320.203
n,0.1701,320.9641,320.7939
t,0.1131,321.7023,321.5892
i,0.1541,322.0543,321.9002
r,0.1313,322.9014,322.7701
a,0.1593,323.741,323.5817
space,0.1497,359.4709,359.3212
space,0.1428,368.165,368.0222
q,0.1979,368.7366,368.5387
u,0.1358,369.3058,369.17
e,0.1744,369.7529,369.5785
space,0.1669,372.0278,371.8609
v,0.1594,373.2315,373.072
i,0.141,374.174,374.033
e,0.1983,374.7292,374.5309
j,0.192,376.7895,376.5976
o,0.1137,377.3232,377.2095
space,0.126,380.2466,380.1207
t,0.1742,380.9627,380.7885
a,0.1715,381.8648,381.6932
n,0.1576,382.6194,382.4619
space,0.1576,383.0064,382.8488
e,0.1969,385.0828,384.8859
g,0.1591,386.019,385.8598
o,0.1452,386.8265,386.6813
i,0.1316,387.7246,387.5929
s,0.1794,388.5566,388.3772
t,0.1262,389.1433,389.0172
a,0.1717,389.9349,389.7632
1,0.2022,404.3697,404.1675
1,0.1577,409.1205,408.9628
,1.3808,409.5078,408.127
1,0.1928,416.294,416.1012
,1.2766,416.8327,415.5561
space,0.193,424.5603,424.3673
,0.0991,440.847,440.7479
space,0.1584,446.577,446.4186
,0.223,455.6601,455.4371
,0.1001,461.1883,461.0882
p,0.1843,465.7628,465.5785
a,0.2076,466.3854,466.1778
r,0.1718,466.9316,466.7598
e,0.1725,467.3666,467.1941
c,0.1981,467.9846,467.7865
e,0.1851,468.5,468.3148
space,0.1255,475.1055,474.98
m,0.1498,475.9206,475.7709
e,0.2007,476.4953,476.2946
n,0.1509,477.2302,477.0793
t,0.1743,477.9109,477.7365
i,0.1501,478.3052,478.1551
r,0.1587,478.8021,478.6434
a,0.1977,479.4882,479.2906
space,0.1309,499.4555,499.3245
q,0.1883,500.6665,500.4781
u,0.1796,501.0031,500.8235
e,0.238,501.4151,501.1771
space,0.1407,509.1106,508.9699
v,0.2201,509.9683,509.7482
i,0.1522,510.4402,510.288
e,0.1705,511.9461,511.7756
j,0.1752,513.5574,513.3821
o,0.1461,513.9863,513.8402
space,0.1323,531.3667,531.2344
t,0.1504,531.9735,531.8231
a,0.2045,532.8147,532.6102
n,0.1895,533.2927,533.1033
space,0.1812,533.6563,533.4751
e,0.2131,534.2093,533.9962
g,0.1524,535.4437,535.2913
o,0.1313,537.0758,536.9446
i,0.1313,537.9374,537.8062
s,0.1542,538.4097,538.2555
t,0.1634,539.0843,538.9209
a,0.1663,539.8933,539.727
space,0.1613,545.8823,545.721
v,0.1353,546.5958,546.4605
a,0.1846,547.4016,547.2169
space,0.1511,549.7096,549.5585
m,0.1845,550.1245,549.94
o,0.1462,550.5316,550.3854
n,0.193,550.9771,550.7842
t,0.1666,551.5152,551.3486
a,0.188,552.3322,552.1441
d,0.212,552.794,552.582
o,0.1316,553.2021,553.0705
space,0.1316,555.1164,554.9848
e,0.1579,555.7688,555.6109
n,0.1447,556.1431,555.9983
space,0.1849,556.5304,556.3456
e,0.1747,557.266,557.0912
l,0.1642,557.6393,557.4751
space,0.1677,558.0587,557.891
b,0.1623,558.8216,558.6593
u,0.1108,559.3901,559.2792
r,0.101,560.3593,560.2583
r,0.1923,560.6727,560.4804
o,0.1589,560.938,560.7791
space,0.1405,565.3391,565.1986
,0.0996,565.562,565.4624
y,0.1416,566.0272,565.8855
space,0.1537,566.4868,566.3331
e,0.1882,567.0543,566.8662
l,0.1543,567.461,567.3067
space,0.14,567.8303,567.6903
p,0.1394,568.2825,568.143
o,0.1398,568.6292,568.4894
b,0.136,570.1004,569.9645
r,0.1621,570.7307,570.5686
e,0.1892,571.1898,571.0007
space,0.1546,571.6989,571.5443
n,0.1719,572.1308,571.9589
i,0.1439,572.5763,572.4324
,0.1524,573.5578,573.4054
o,0.149,574.0077,573.8587
space,0.118,578.9928,578.8749
a,0.1566,579.6167,579.4601
space,0.1566,580.0516,579.8951
p,0.1397,580.5958,580.4561
i,0.1062,581.3917,581.2855
e,0.1543,582.0163,581.862
space,0.1251,590.1454,590.0203
,0.1357,592.2298,592.0941
,0.1485,596.194,596.0455
,0.1362,596.6293,596.4931
,0.1488,598.0184,597.8696
space,0.1109,599.8057,599.6948
a,0.184,604.3506,604.1666
l,0.19,604.8665,604.6765
space,0.1797,605.3392,605.1595
s,0.1632,605.723,605.5599
a,0.1595,606.4696,606.3101
l,0.156,607.5667,607.4107
i,0.1493,608.0522,607.9029
r,0.1986,608.5167,608.318
space,0.1237,609.3697,609.246
space,0.1227,611.0326,610.9099
d,0.2074,611.5843,611.3769
e,0.1846,612.3505,612.1659
l,0.1596,612.842,612.6824
space,0.1545,613.2605,613.106
p,0.1624,613.8545,613.6921
u,0.1407,614.3374,614.1967
e,0.184,614.734,614.5501
b,0.1646,616.0658,615.9011
l,0.1716,616.7916,616.6199
o,0.155,617.216,617.061
,0.1016,620.1969,620.0953
space,0.1174,624.0371,623.9197
e,0.1867,624.5047,624.318
l,0.1648,624.9477,624.7829
space,0.1609,625.3636,625.2027
a,0.1947,625.8524,625.6578
b,0.1573,626.837,626.6796
u,0.1409,628.1057,627.9648
e,0.1752,628.6266,628.4514
l,0.1719,629.0891,628.9172
o,0.1363,629.5105,629.3742
space,0.1199,633.4231,633.3032
s,0.2047,634.2005,633.9958
e,0.1658,634.7264,634.5606
space,0.1839,635.1798,634.9959
b,0.1346,640.5035,640.3689
a,0.1969,641.0615,640.8646
j,0.1581,641.5344,641.3763
o,0.1221,641.9278,641.8057
space,0.1278,644.4324,644.3045
d,0.1749,650.5302,650.3553
e,0.1428,651.4683,651.3254
l,0.1655,652.0116,651.8462
space,0.1425,655.1397,654.9972
,0.1011,655.3526,655.2515
b,0.1392,655.6477,655.5085
