,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,,0.1442,3.017,2.8728,,0.0,
1,,0.12,3.8248,3.7048,0.6878000000000002,,
2,,0.3922,6.185,5.7928,1.9679999999999995,,
3,,0.094,15.081,14.987,8.802,,
4,p,0.1054,19.2967,19.1913,4.110299999999999,,
5,e,0.1801,19.451,19.2709,-0.025800000000000267,7.0,-0.003685714285714324
6,r,0.1288,19.4864,19.3576,-0.09339999999999904,1.0,-0.09339999999999904
7,o,0.1008,19.5824,19.4816,-0.004799999999999471,5.0,-0.0009599999999998943
8,s,0.0832,19.6702,19.587,0.0045999999999999375,7.0710678118654755,0.0006505382386916149
9,n,0.0677,19.843,19.7753,0.1051000000000002,4.123105625617661,0.02549049419131864
10,a,0.1173,20.0906,19.9733,0.1302999999999983,5.0990195135927845,0.025553932408505047
11,,0.1795,20.099,19.9195,-0.17109999999999914,,
12,space,0.0735,20.1921,20.1186,0.019600000000000506,,
13,,0.0705,21.2321,21.1617,0.9695999999999998,,
14,,0.0608,21.3792,21.3184,0.08630000000000138,,
15,,0.0654,21.5458,21.4804,0.10119999999999862,,
16,,0.0688,22.179,22.1102,0.5643999999999991,,
17,,0.0799,22.35,22.2701,0.09110000000000085,,
18,s,0.101,22.9894,22.8885,0.5384999999999991,,
19,o,0.1044,23.1107,23.0063,0.016899999999999693,7.0710678118654755,0.002390020920410487
20,n,0.0869,23.3415,23.2546,0.14389999999999858,3.605551275463989,0.039910679118404846
21,a,0.1413,23.4784,23.3371,-0.004400000000000404,5.0990195135927845,-0.000862910994608089
22,s,0.1011,23.505,23.4038,-0.07460000000000022,1.0,-0.07460000000000022
23,space,0.066,23.5756,23.5096,0.0045999999999999375,3.605551275463989,0.0012758104513180097
24,s,0.0961,26.5522,26.4561,2.880499999999998,3.605551275463989,0.7989069576133857
25,e,0.0749,26.7154,26.6405,0.08830000000000027,1.4142135623730951,0.06243752877877233
26,space,0.1008,26.8425,26.7417,0.026300000000002655,3.605551275463989,0.007294307580362499
27,e,0.1186,26.9946,26.876,0.033500000000000085,3.605551275463989,0.009291228286772611
28,n,0.101,27.0859,26.9849,-0.00969999999999871,3.605551275463989,-0.0026902959516920035
29,f,0.0702,27.3788,27.3086,0.22269999999999968,2.23606797749979,0.09959446771784049
30,a,0.1315,27.5453,27.4138,0.03500000000000014,3.0,0.011666666666666714
31,s,0.0794,27.7468,27.6674,0.12209999999999965,1.0,0.12209999999999965
32,d,0.0954,27.7553,27.6599,-0.08689999999999998,1.0,-0.08689999999999998
33,a,0.1847,27.9657,27.781,0.0257000000000005,2.0,0.01285000000000025
34,r,0.1148,28.1521,28.0373,0.07160000000000011,3.1622776601683795,0.022641908046805628
35,o,0.1002,28.2385,28.1384,-0.013700000000000045,5.0,-0.002740000000000009
36,n,0.1039,28.4515,28.3476,0.10910000000000153,3.605551275463989,0.030258895704086675
37,space,0.1312,28.6467,28.5155,0.06400000000000006,1.4142135623730951,0.045254833995939076
38,c,0.1058,28.9093,28.8036,0.15690000000000026,2.23606797749979,0.07016781313394352
39,o,0.0849,29.0099,28.925,0.015699999999998937,6.324555320336759,0.0024823879632320097
40,,0.1585,29.4791,29.3206,0.31070000000000064,,
41,u,0.1139,29.9218,29.8078,0.3287000000000013,,
42,a,0.1413,30.1536,30.0123,0.09049999999999869,6.082762530298219,0.01487810835113462
43,n,0.0731,30.1786,30.1055,-0.048100000000001586,5.0990195135927845,-0.009433186100146963
44,d,0.0964,30.3734,30.277,0.0984000000000016,3.1622776601683795,0.031116812176057357
45,o,0.0924,30.4537,30.3612,-0.012199999999999989,6.082762530298219,-0.0020056676451253573
46,space,0.1009,30.7067,30.6058,0.15209999999999724,5.0,0.030419999999999447
47,v,0.0707,31.1356,31.0648,0.3581000000000003,1.4142135623730951,0.2532149383429029
48,i,0.1168,31.3652,31.2484,0.11280000000000001,4.47213595499958,0.025222846786197628
49,e,0.1136,31.4528,31.3392,-0.0259999999999998,5.0,-0.00519999999999996
50,r,0.0834,31.6306,31.5472,0.09440000000000026,1.0,0.09440000000000026
51,o,0.104,31.7216,31.6176,-0.013000000000001677,5.0,-0.0026000000000003355
52,n,0.0831,31.9192,31.8361,0.1144999999999996,3.605551275463989,0.03175658623389426
53,space,0.1003,32.0983,31.998,0.07880000000000109,1.4142135623730951,0.055720014357500715
54,a,0.142,32.2489,32.1069,0.008600000000001273,4.47213595499958,0.0019230184606501039
55,l,0.1021,32.3194,32.2173,-0.03159999999999741,8.0,-0.003949999999999676
56,space,0.0772,32.5186,32.4414,0.12199999999999989,4.47213595499958,0.027280029325497408
57,v,0.1228,32.7783,32.6555,0.13690000000000424,1.4142135623730951,0.09680291834444135
58,i,0.1349,32.8694,32.7345,-0.0438000000000045,4.47213595499958,-0.009793977741450084
59,e,0.1347,33.0485,32.9137,0.044299999999999784,5.0,0.008859999999999956
60,j,0.0995,33.1146,33.0151,-0.03340000000000032,4.123105625617661,-0.008100689876213598
61,o,0.0997,33.2795,33.1798,0.06519999999999726,2.23606797749979,0.02915832642659603
62,space,0.067,33.5114,33.4444,0.16490000000000293,5.0,0.032980000000000585
63,s,0.1077,35.3949,35.2872,1.7757999999999967,3.605551275463989,0.49251830422838005
64,o,0.0823,35.5159,35.4336,0.038699999999998624,7.0710678118654755,0.005473006486383683
65,b,0.0915,35.7491,35.6576,0.14170000000000016,4.47213595499958,0.03168508324117206
66,r,0.1309,35.9084,35.7775,0.028400000000004866,2.23606797749979,0.012700866112200981
67,e,0.1311,35.974,35.8429,-0.06550000000000011,1.0,-0.06550000000000011
68,space,0.1099,36.0139,35.9041,-0.06989999999999696,3.605551275463989,-0.019386771858070917
69,e,0.1108,36.2322,36.1214,0.1075000000000017,3.605551275463989,0.02981513554710654
70,l,0.0955,36.3686,36.2731,0.0409000000000006,6.082762530298219,0.0067239185807892125
71,space,0.0794,36.5887,36.5092,0.14059999999999917,4.47213595499958,0.03143911576364686
72,b,0.1046,36.8332,36.7287,0.14000000000000057,1.0,0.14000000000000057
73,u,0.1463,37.0951,36.9488,0.11560000000000059,2.8284271247461903,0.04087077195258265
74,r,0.0955,37.2643,37.1688,0.07369999999999521,3.0,0.02456666666666507
