,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,p,0.1543,8.6554,8.5011,,0.0,
1,a,0.1411,9.4597,9.3187,0.6632999999999996,9.055385138137417,0.07324923124544566
2,d,0.1565,11.5763,11.4198,1.9601000000000006,2.0,0.9800500000000003
3,r,0.1461,12.7798,12.6337,1.0573999999999995,1.4142135623730951,0.7476947104266549
4,e,0.1239,13.149,13.0251,0.2453000000000003,1.0,0.2453000000000003
5,s,0.154,13.5625,13.4084,0.2594000000000012,1.4142135623730951,0.18342349903979124
6,,0.2385,18.3535,18.1151,4.552600000000002,,
7,l,0.1314,19.4339,19.3024,0.9488999999999983,,
8,o,0.1436,19.9911,19.8475,0.41359999999999886,1.0,0.41359999999999886
9,s,0.1768,20.5262,20.3494,0.35829999999999984,7.0710678118654755,0.05067127193982797
10,space,0.1938,21.2776,21.0839,0.5577000000000005,3.605551275463989,0.1546781497174053
11,r,0.141,22.0118,21.8708,0.5931999999999995,3.1622776601683795,0.1875863108011881
12,e,0.1368,22.4201,22.2832,0.27139999999999986,1.0,0.27139999999999986
13,y,0.1188,23.8989,23.7801,1.3599999999999994,3.0,0.45333333333333314
14,e,0.1449,24.2844,24.1395,0.2406000000000006,3.0,0.0802000000000002
15,s,0.1733,24.6878,24.5145,0.2301000000000002,1.4142135623730951,0.16270527035102472
16,,0.2657,28.8363,28.5707,3.8828999999999994,,
17,e,0.1782,33.8868,33.7087,4.872399999999999,,
18,s,0.1691,34.6811,34.512,0.6251999999999995,1.4142135623730951,0.4420831595978292
19,t,0.1602,35.3534,35.1932,0.5120999999999967,3.1622776601683795,0.16194023897722165
20,a,0.1564,36.0418,35.8854,0.5319999999999965,4.123105625617661,0.12902895251932828
21,b,0.1507,36.9001,36.7494,0.7075999999999993,4.123105625617661,0.17161820827570906
22,a,0.1795,37.5726,37.3931,0.492999999999995,4.123105625617661,0.11957006314291094
23,n,0.157,38.5834,38.4263,0.8536999999999964,5.0990195135927845,0.167424344567467
24,space,0.1586,39.313,39.1544,0.5710000000000051,1.4142135623730951,0.4037579720575222
25,m,0.1764,40.2942,40.1178,0.8048000000000002,1.4142135623730951,0.5690795374989336
26,u,0.1571,41.1867,41.0296,0.7354000000000056,2.23606797749979,0.3288808781306716
27,y,0.1616,41.7768,41.6152,0.42849999999999966,1.0,0.42849999999999966
28,space,0.2009,42.9342,42.7333,0.9564999999999984,3.1622776601683795,0.30247185819510497
29,c,0.1521,43.6933,43.5412,0.6070000000000064,2.23606797749979,0.27145865246847733
30,o,0.1382,44.6027,44.4644,0.771099999999997,6.324555320336759,0.12192161518779139
31,n,0.1854,45.4303,45.2449,0.6422000000000025,3.605551275463989,0.17811423300792179
32,t,0.1564,46.0557,45.8992,0.4688999999999979,2.23606797749979,0.2096984549299293
33,e,0.1623,46.5418,46.3794,0.3236999999999952,2.0,0.1618499999999976
34,n,0.1666,47.4606,47.294,0.7521999999999949,3.605551275463989,0.20862274380030726
35,t,0.1577,48.0545,47.8968,0.4361999999999995,2.23606797749979,0.19507457035708142
36,o,0.1466,49.4819,49.3353,1.2807999999999993,4.0,0.3201999999999998
37,s,0.1767,49.8489,49.6722,0.19029999999999347,7.0710678118654755,0.026912484091959076
38,space,0.2423,52.2034,51.9611,2.1122000000000014,3.605551275463989,0.5858188772334649
39,c,0.1892,59.7724,59.5831,7.3797,2.23606797749979,3.3003021707110394
40,o,0.1447,60.6312,60.4865,0.714100000000002,6.324555320336759,0.11290912385631229
41,n,0.1544,61.3862,61.2318,0.6006,3.605551275463989,0.16657646892643632
42,space,0.2168,62.0969,61.8801,0.49389999999999645,1.4142135623730951,0.3492400392280333
43,s,0.24,62.8112,62.5713,0.4744000000000028,3.605551275463989,0.13157488654462512
44,u,0.1664,64.3497,64.1833,1.3721000000000032,5.0990195135927845,0.26909094902310293
45,s,0.2069,64.7329,64.526,0.17629999999999768,5.0990195135927845,0.034575274624861395
46,space,0.1939,65.6492,65.4553,0.7223999999999933,3.605551275463989,0.2003577108765509
47,t,0.1581,66.2993,66.1412,0.49200000000000443,3.0,0.16400000000000148
48,r,0.1125,66.6945,66.582,0.2826999999999913,1.0,0.2826999999999913
49,e,0.1442,67.0851,66.9409,0.24639999999999418,1.0,0.24639999999999418
50,s,0.1712,67.8598,67.6886,0.6034999999999968,1.4142135623730951,0.42673894244607913
