,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,,0.1503,6.7996,6.6493,,0.0,
1,e,0.1302,9.4951,9.3649,2.5653000000000006,,
2,n,0.0647,9.6437,9.579,0.08389999999999986,3.605551275463989,0.023269673231648323
3,t,0.1262,9.9547,9.8285,0.1847999999999992,2.23606797749979,0.08264507244839187
4,o,0.0651,10.1125,10.0475,0.09279999999999866,4.0,0.023199999999999665
5,n,0.0593,10.5863,10.527,0.41449999999999854,3.605551275463989,0.11496161566767833
6,c,0.0567,11.1724,11.1157,0.5294000000000008,3.0,0.1764666666666669
7,e,0.1527,11.7776,11.6249,0.45250000000000057,2.0,0.22625000000000028
8,s,0.1554,12.0326,11.8772,0.09960000000000058,1.4142135623730951,0.07042783540618054
9,space,0.113,12.1682,12.0552,0.022599999999998843,3.605551275463989,0.006268112217344768
10,l,0.069,12.7944,12.7253,0.5571000000000002,4.47213595499958,0.12457134702651332
11,a,0.145,12.9837,12.8387,0.044299999999999784,8.0,0.005537499999999973
12,space,0.1487,13.1108,12.962,-0.02170000000000094,4.47213595499958,-0.004852267511174754
13,l,0.0823,13.3469,13.2646,0.15380000000000038,4.47213595499958,0.034390725493946846
14,l,0.0826,13.5254,13.4428,0.09590000000000032,0.0,inf
15,e,0.114,13.7146,13.6006,0.0752000000000006,6.082762530298219,0.012362803845362967
16,v,0.1073,14.0693,13.9619,0.2472999999999992,2.23606797749979,0.11059592216713923
17,a,0.135,14.3363,14.2014,0.13209999999999944,3.1622776601683795,0.04177368789082411
18,r,0.1178,14.5613,14.4435,0.10720000000000063,3.1622776601683795,0.033899616517005224
19,o,0.0729,14.8325,14.7595,0.19819999999999993,5.0,0.03963999999999999
20,m,0.073,15.1855,15.1125,0.28000000000000114,3.605551275463989,0.0776580274715324
21,n,0.0741,15.1896,15.1155,-0.06999999999999851,0.0,-inf
22,space,0.0875,15.4472,15.3597,0.1700999999999997,1.4142135623730951,0.12027886347983151
23,n,0.0695,15.7267,15.6572,0.20999999999999908,1.4142135623730951,0.14849242404917432
24,a,0.1249,15.9221,15.7972,0.0705000000000009,5.0990195135927845,0.013826187527242151
25,t,0.1468,16.4181,16.2713,0.34919999999999973,4.123105625617661,0.08469344026268741
26,e,0.1247,16.6671,16.5424,0.12430000000000163,2.0,0.062150000000000816
27,space,0.0822,16.8074,16.7252,0.058099999999999596,3.605551275463989,0.016114040700342794
28,e,0.1044,17.0464,16.942,0.13459999999999894,3.605551275463989,0.037331323205957626
29,l,0.064,17.1499,17.0858,0.039400000000000546,6.082762530298219,0.006477320099831168
30,space,0.079,17.3484,17.2694,0.11950000000000216,4.47213595499958,0.026721012331122968
31,j,0.064,17.8024,17.7384,0.389999999999997,2.8284271247461903,0.1378858223313757
32,u,0.0498,18.007,17.9573,0.15490000000000137,1.0,0.15490000000000137
33,e,0.0964,18.285,18.1886,0.18159999999999954,4.0,0.045399999999999885
34,z,0.0939,20.1298,20.0359,1.7509000000000015,2.8284271247461903,0.6190366315897635
