,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,m,0.123,3.7194,3.5964,,0.0,
1,a,0.1969,4.065,3.8681,0.14870000000000028,5.0990195135927845,0.02916246929504802
2,t,0.0871,4.1909,4.1038,0.03879999999999928,4.123105625617661,0.009410382251409544
3,i,0.11,4.5411,4.4312,0.24029999999999951,3.0,0.08009999999999984
4,r,0.123,5.1812,5.0582,0.5171000000000001,4.0,0.12927500000000003
5,a,0.2973,5.6829,5.3855,0.20430000000000081,3.1622776601683795,0.06460533259724024
6,space,0.104,6.6458,6.5418,0.8589000000000002,4.47213595499958,0.19205587858745699
7,u,0.0815,7.2691,7.1876,0.5417999999999994,3.605551275463989,0.15026828315741442
8,q,0.2346,7.294,7.0595,-0.2096,6.0,-0.03493333333333334
9,e,0.1663,7.7786,7.6123,0.3183000000000007,2.0,0.15915000000000035
10,space,0.0883,7.8629,7.7746,-0.0039999999999995595,3.605551275463989,-0.001109400392450336
11,i,0.0751,8.3792,8.3041,0.44120000000000026,4.242640687119285,0.10399183728650166
12,v,0.289,8.4546,8.1656,-0.21360000000000134,4.47213595499958,-0.04776241199939581
13,e,0.1976,8.737,8.5394,0.08480000000000132,2.23606797749979,0.03792371289839702
14,j,0.2042,8.907,8.7028,-0.03420000000000023,4.123105625617661,-0.008294718376242644
15,o,0.1565,8.9902,8.8337,-0.0732999999999997,2.23606797749979,-0.03278075655014678
16,space,0.1309,9.3042,9.1732,0.18299999999999983,5.0,0.036599999999999966
17,t,0.0868,9.6922,9.6053,0.3010999999999999,3.0,0.10036666666666665
18,a,0.2235,9.9857,9.7622,0.07000000000000028,4.123105625617661,0.016977493752543378
19,n,0.0958,10.0772,9.9814,-0.00429999999999886,5.0990195135927845,-0.0008432993810939678
20,space,0.1103,10.3468,10.2365,0.1593,1.4142135623730951,0.11264211024301701
21,e,0.1621,10.7213,10.5593,0.21250000000000036,3.605551275463989,0.05893689584893069
22,g,0.0708,10.9051,10.8343,0.11300000000000132,2.23606797749979,0.050535136291495836
23,o,0.1666,11.3041,11.1375,0.23240000000000016,4.123105625617661,0.05636527925844382
24,i,0.1621,11.6916,11.5295,0.2254000000000005,1.0,0.2254000000000005
25,s,0.1794,11.9908,11.8114,0.11980000000000146,6.082762530298219,0.019694998679182046
26,t,0.0838,12.1734,12.0896,0.09880000000000067,3.1622776601683795,0.031243303282463795
27,a,0.2721,12.8424,12.5704,0.39699999999999847,4.123105625617661,0.09628664313942381
28,space,0.1381,13.6162,13.4781,0.6356999999999999,4.47213595499958,0.1421468413296616
29,v,0.0808,14.072,13.9912,0.375,1.4142135623730951,0.2651650429449553
30,a,0.23,14.4652,14.2352,0.16320000000000157,3.1622776601683795,0.051608371413948445
31,space,0.0932,14.5541,14.4608,-0.004399999999998627,4.47213595499958,-0.0009838699100996006
32,m,0.129,14.9071,14.7781,0.2240000000000002,1.4142135623730951,0.15839191898578678
33,o,0.1455,15.1205,14.975,0.06789999999999985,3.605551275463989,0.018832071661846486
34,m,0.0856,15.3643,15.2787,0.15820000000000078,3.605551275463989,0.04387678552141584
35,,0.1528,16.7628,16.6099,1.2455999999999996,,
36,n,0.1209,17.3657,17.2448,0.48200000000000287,,
37,t,0.095,17.7312,17.6361,0.27039999999999864,2.23606797749979,0.12092655622318801
38,a,0.2194,17.973,17.7536,0.022399999999997533,4.123105625617661,0.00543279800081326
39,d,0.2261,18.6891,18.463,0.490000000000002,2.0,0.245000000000001
40,o,0.1054,18.7462,18.6408,-0.04830000000000112,6.082762530298219,-0.007940471086848942
41,space,0.1159,19.401,19.285,0.5387999999999984,5.0,0.10775999999999968
42,e,0.1707,19.8481,19.6774,0.27639999999999887,3.605551275463989,0.07665956711832636
43,n,0.0766,20.0119,19.9353,0.08720000000000283,3.605551275463989,0.024184928555420777
44,space,0.1025,20.276,20.1735,0.16159999999999997,1.4142135623730951,0.11426845583974604
45,e,0.2244,20.6089,20.3845,0.10849999999999937,3.605551275463989,0.03009248564521851
46,l,0.0828,20.6391,20.5563,-0.052599999999998204,6.082762530298219,-0.008647386732261498
47,space,0.117,20.982,20.865,0.22589999999999932,4.47213595499958,0.050512775611720094
48,b,0.1071,21.5596,21.4525,0.47050000000000125,1.0,0.47050000000000125
49,u,0.0892,21.8021,21.713,0.1534000000000013,2.8284271247461903,0.05423509011700865
50,r,0.1124,22.4609,22.3485,0.546400000000002,3.0,0.182133333333334
51,r,0.1515,22.7916,22.6401,0.17920000000000158,0.0,inf
52,o,0.1111,23.0229,22.9118,0.12020000000000053,5.0,0.024040000000000106
53,space,0.134,23.7341,23.6001,0.5772000000000013,5.0,0.11544000000000025
54,y,0.0946,24.4127,24.3181,0.5839999999999996,3.1622776601683795,0.1846770153538332
55,space,0.0805,24.7308,24.6503,0.23760000000000048,3.1622776601683795,0.07513571720560083
56,e,0.1812,25.1962,25.015,0.284200000000002,3.605551275463989,0.07882289788360562
57,l,0.1224,25.4358,25.3133,0.11710000000000065,6.082762530298219,0.019251121413457445
58,space,0.1317,25.8296,25.6979,0.2621000000000002,4.47213595499958,0.058607341690269536
59,p,0.1089,26.1014,25.9925,0.1629000000000005,5.830951894845301,0.02793711951971477
60,o,0.0747,26.3404,26.2656,0.16419999999999746,1.0,0.16419999999999746
61,b,0.1038,26.7445,26.6407,0.3003,4.47213595499958,0.06714912136431868
62,r,0.0965,27.1489,27.0524,0.30790000000000006,2.23606797749979,0.13769706605443707
63,e,0.183,27.4382,27.2551,0.10619999999999763,1.0,0.10619999999999763
64,space,0.058,27.5751,27.5172,0.07900000000000063,3.605551275463989,0.021910657750896723
65,n,0.0838,28.5705,28.4867,0.9116,1.4142135623730951,0.6445985417296567
66,i,0.1112,28.8656,28.7543,0.18380000000000152,2.8284271247461903,0.06498311319104424
67,,0.0981,29.5345,29.4364,0.5707999999999984,,
68,o,0.0871,29.8254,29.7383,0.20379999999999754,,
69,space,0.1179,30.3472,30.2293,0.40390000000000015,5.0,0.08078000000000003
70,a,0.1909,31.4294,31.2386,0.8914000000000009,4.47213595499958,0.19932309951433144
71,space,0.1075,31.5054,31.398,-0.03140000000000143,4.47213595499958,-0.007021253449349658
72,p,0.1011,31.92,31.8189,0.31349999999999767,5.830951894845301,0.05376480644217612
73,i,0.124,32.3871,32.2631,0.34309999999999974,2.0,0.17154999999999987
74,e,0.1969,33.0483,32.8514,0.4643000000000015,5.0,0.0928600000000003
75,,0.0876,33.6663,33.5787,0.5304000000000002,,
76,,0.1187,35.0672,34.9484,1.2820999999999998,,
77,,0.243,35.6904,35.4474,0.3802000000000021,,
78,a,0.1173,36.0081,35.8908,0.2004000000000019,,
79,,0.2092,36.2969,36.0876,0.07950000000000301,,
80,l,0.1082,36.6454,36.5371,0.24020000000000152,,
81,space,0.101,37.0194,36.9184,0.27299999999999613,4.47213595499958,0.06104465578574339
82,s,0.2877,37.6155,37.3278,0.308400000000006,3.605551275463989,0.085534770257932
83,a,0.3122,37.796,37.4838,-0.13169999999999504,1.0,-0.13169999999999504
84,l,0.1367,37.866,37.7293,-0.06669999999999732,8.0,-0.008337499999999665
85,i,0.0976,38.1804,38.0828,0.21679999999999922,1.4142135623730951,0.15330075016124295
86,r,0.2759,38.9412,38.6653,0.4849000000000032,4.0,0.1212250000000008
87,space,0.1622,39.6685,39.5064,0.5651999999999973,3.1622776601683795,0.17873193335271592
88,d,0.1541,40.8397,40.6856,1.0170999999999992,2.8284271247461903,0.35959915357241845
89,e,0.2752,41.2686,40.9934,0.15370000000000061,1.0,0.15370000000000061
90,l,0.09,41.3034,41.2134,-0.05519999999999925,6.082762530298219,-0.009074824099255599
91,space,0.1793,41.7635,41.5842,0.2807999999999993,4.47213595499958,0.06278878880819393
92,p,0.1177,41.8156,41.6979,-0.06560000000000343,5.830951894845301,-0.011250307185349168
93,u,0.1011,42.2437,42.1426,0.3269999999999982,3.0,0.10899999999999939
94,e,0.1568,42.5739,42.4171,0.1734000000000009,4.0,0.04335000000000022
95,b,0.0708,42.8389,42.7681,0.19419999999999504,2.8284271247461903,0.06866006845321201
96,l,0.121,43.417,43.296,0.45709999999999695,4.123105625617661,0.11086303420410706
97,o,0.0907,43.7881,43.6974,0.2804000000000002,1.0,0.2804000000000002
98,,0.1121,44.9975,44.8855,1.0974000000000004,,
99,space,0.1713,45.3203,45.1489,0.15139999999999532,,
100,e,0.2155,45.5611,45.3456,0.025299999999994327,3.605551275463989,0.007016957482247575
101,l,0.0835,45.6491,45.5656,0.0045000000000001705,6.082762530298219,0.0007397954428741359
102,space,0.1442,46.1011,45.9569,0.3078000000000003,4.47213595499958,0.06882617234744359
103,a,0.2191,46.999,46.7799,0.6787999999999954,4.47213595499958,0.1517842943126847
104,b,0.1117,47.0746,46.9629,-0.036100000000004684,4.123105625617661,-0.008755536063812757
105,u,0.1248,47.1305,47.0058,-0.06879999999999598,2.8284271247461903,-0.02432447327281581
106,e,0.198,47.7502,47.5521,0.4216000000000051,4.0,0.10540000000000127
107,m,0.333,48.0932,47.7602,0.00999999999999801,3.605551275463989,0.002773500981125594
108,o,0.1646,48.1363,47.9717,-0.1215000000000046,3.605551275463989,-0.033698036920683946
109,space,0.1611,48.6627,48.5016,0.36530000000000484,5.0,0.07306000000000097
110,s,0.158,49.3415,49.1835,0.5208000000000013,3.605551275463989,0.14444393109705003
111,e,0.2829,49.9345,49.6517,0.3101999999999947,1.4142135623730951,0.21934452352406328
112,space,0.1906,50.0005,49.8098,-0.12469999999999715,3.605551275463989,-0.034585557234642246
113,b,0.0832,50.2229,50.1397,0.13919999999999533,1.0,0.13919999999999533
114,a,0.1963,50.8966,50.7003,0.4773999999999958,4.123105625617661,0.11578650739234435
115,j,0.0999,50.9014,50.8015,-0.09510000000000218,6.0,-0.015850000000000364
116,o,0.1137,51.2504,51.1366,0.23519999999999897,2.23606797749979,0.10518463766158964
117,space,0.2806,51.8512,51.5706,0.3201999999999998,5.0,0.06403999999999996
118,d,0.0781,51.9943,51.9162,0.06500000000000483,2.8284271247461903,0.0229809703885645
119,e,0.2973,52.5242,52.2269,0.23259999999999792,1.0,0.23259999999999792
120,l,0.1661,52.5949,52.4288,-0.09539999999999793,6.082762530298219,-0.015683663388930746
121,space,0.1789,52.9057,52.7268,0.13189999999999458,4.47213595499958,0.029493736623221013
122,b,0.1518,53.3357,53.1839,0.2781999999999982,1.0,0.2781999999999982
123,u,0.1301,53.3928,53.2626,-0.07310000000000372,2.8284271247461903,-0.025844752852369625
124,r,0.0907,53.9629,53.8722,0.47939999999999827,3.0,0.15979999999999941
125,r,0.2041,54.3521,54.1479,0.18500000000000227,0.0,inf
126,o,0.1213,54.9761,54.8548,0.5026999999999973,5.0,0.10053999999999945
127,,0.1352,56.086,55.9509,0.9747999999999948,,
128,,0.232,57.2577,57.0257,0.939700000000002,,
129,l,0.1524,57.4077,57.2553,-0.002400000000001512,,
130,,0.1606,57.697,57.5364,0.12870000000000203,,
131,l,0.1489,58.0304,57.8815,0.1844999999999999,,
132,e,0.1727,58.5156,58.3429,0.3125,6.082762530298219,0.051374683532924154
133,g,0.1011,58.8005,58.6995,0.18390000000000128,2.23606797749979,0.08224258021244284
134,r,0.0708,59.6102,59.5394,0.738900000000001,1.4142135623730951,0.5224812006187406
135,a,0.1857,59.6187,59.433,-0.17719999999999914,3.1622776601683795,-0.05603556013818341
136,o,0.1261,60.2313,60.1053,0.4866000000000028,8.06225774829855,0.06035530185110919
137,n,0.0855,60.7062,60.6206,0.38930000000000575,3.605551275463989,0.10797239319524245
138,space,0.1288,61.3545,61.2257,0.5195000000000007,1.4142135623730951,0.36734197282641196
139,a,0.1949,61.7306,61.5357,0.18119999999999692,4.47213595499958,0.040517551752295496
140,space,0.13,61.8666,61.7367,0.006099999999996442,4.47213595499958,0.0013640014662740759
141,o,0.1236,62.318,62.1944,0.3278000000000034,5.0,0.06556000000000069
142,t,0.2138,63.1306,62.9169,0.5989000000000004,4.0,0.1497250000000001
143,r,0.3116,63.3116,63.0,-0.13060000000000116,1.0,-0.13060000000000116
144,o,0.1646,63.3785,63.2139,-0.09769999999999612,5.0,-0.019539999999999225
145,space,0.2772,64.0066,63.7293,0.35079999999999956,5.0,0.07015999999999992
146,p,0.2117,64.1124,63.9008,-0.10580000000000922,5.830951894845301,-0.018144550308079016
147,u,0.0765,64.606,64.5295,0.4171000000000049,3.0,0.13903333333333498
148,e,0.1996,65.3798,65.1802,0.5742000000000047,4.0,0.14355000000000118
149,b,0.0989,65.6528,65.554,0.17419999999999902,2.8284271247461903,0.06158900064134794
150,l,0.1435,66.1524,66.0089,0.35609999999999786,4.123105625617661,0.08636693607543765
151,o,0.1267,66.528,66.4013,0.24890000000000612,1.0,0.24890000000000612
152,,0.149,68.5278,68.3788,1.8507999999999925,,
153,,0.2323,69.4625,69.2302,0.7023999999999972,,
154,c,0.0973,69.6419,69.5446,0.08209999999999695,,
155,,0.2631,69.9935,69.7304,0.08849999999999625,,
156,o,0.0838,70.1103,70.0265,0.03300000000000125,,
157,m,0.1494,70.5698,70.4204,0.3101000000000056,3.605551275463989,0.08600626542472332
158,o,0.1265,70.6196,70.4931,-0.07670000000000243,3.605551275463989,-0.021272752525238213
159,space,0.0773,70.9475,70.8702,0.2505999999999915,5.0,0.0501199999999983
160,i,0.1193,71.3789,71.2596,0.31210000000000093,4.242640687119285,0.07356267546944072
161,b,0.1081,71.7626,71.6544,0.27549999999999386,3.605551275463989,0.07640995203002361
162,a,0.2545,72.1104,71.8559,0.09329999999999927,4.123105625617661,0.022628573815889688
163,n,0.1064,72.1541,72.0477,-0.06269999999999243,5.0990195135927845,-0.012296481673162656
164,space,0.1785,72.6839,72.5054,0.35129999999999484,1.4142135623730951,0.2484066122308305
165,c,0.1051,73.7055,73.6005,0.9166000000000025,2.23606797749979,0.40991598163526255
166,a,0.2572,74.1245,73.8673,0.1617999999999995,2.23606797749979,0.07235915975189297
167,m,0.1283,74.4154,74.2871,0.16259999999999764,5.0990195135927845,0.03188848357346826
168,i,0.118,74.7357,74.6177,0.20229999999999393,2.8284271247461903,0.07152385091701713
169,n,0.1229,75.0487,74.9258,0.19010000000000105,2.8284271247461903,0.06721049955178171
170,a,0.2045,75.3011,75.0967,0.04800000000000182,5.0990195135927845,0.009413574486633191
171,n,0.1041,75.3333,75.2291,-0.07200000000000273,5.0990195135927845,-0.014120361729949786
172,d,0.2386,76.0924,75.8538,0.5205000000000126,3.1622776601683795,0.16459655221176814
173,o,0.1702,76.1537,75.9835,-0.10889999999999134,6.082762530298219,-0.017903049717551987
174,space,0.1306,76.4199,76.2893,0.1355999999999966,5.0,0.02711999999999932
175,l,0.1262,76.7426,76.6164,0.19650000000000034,4.47213595499958,0.04393873575787094
176,o,0.336,77.2191,76.8831,0.14050000000000296,1.0,0.14050000000000296
177,s,0.2321,77.7678,77.5358,0.3166999999999973,7.0710678118654755,0.04478814352035554
178,space,0.1958,77.9128,77.717,-0.05079999999999529,3.605551275463989,-0.014089384984119515
179,d,0.1355,78.3065,78.171,0.2582000000000022,2.8284271247461903,0.09128748545118406
180,o,0.143,78.4456,78.3026,-0.003900000000001569,6.082762530298219,-0.0006411560504911513
