,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,f,0.066,1.4196,1.3536,,0.0,
1,r,0.0654,1.6244,1.559,0.13939999999999997,1.0,0.13939999999999997
2,a,0.088,1.8538,1.7658,0.14139999999999997,3.1622776601683795,0.04471460611478087
3,i,0.0624,2.62,2.5576,0.7038,7.0710678118654755,0.09953235051981843
4,l,0.065,2.931,2.866,0.246,1.4142135623730951,0.17394826817189069
5,e,0.1068,3.6044,3.4977,0.5667,6.082762530298219,0.09316490610594598
6,space,0.0447,4.2716,4.2269,0.6224999999999996,3.605551275463989,0.17265043607510247
7,t,0.055,6.0079,5.9529,1.6812999999999994,3.0,0.5604333333333331
8,e,0.0431,6.2455,6.2025,0.19459999999999944,2.0,0.09729999999999972
9,n,0.0608,7.0771,7.0163,0.7708000000000004,3.605551275463989,0.21378145562520343
10,i,0.0573,7.4058,7.3485,0.27139999999999986,2.8284271247461903,0.09595439020701445
11,a,0.0703,8.1538,8.0835,0.6777000000000006,7.0710678118654755,0.09584125312202474
12,space,0.0605,9.4814,9.4209,1.2670999999999992,4.47213595499958,0.2833321734289982
13,u,0.0554,11.003,10.9476,1.4661999999999988,3.605551275463989,0.4066507138527152
14,n,0.0608,11.2584,11.1977,0.1946999999999992,2.23606797749979,0.08707248704384145
15,a,0.105,11.4844,11.3794,0.12100000000000044,5.0990195135927845,0.023730052351720356
16,space,0.0742,11.5998,11.5256,0.0411999999999999,4.47213595499958,0.009212600067299112
17,m,0.0516,12.1008,12.0492,0.4494000000000007,1.4142135623730951,0.31777378746523494
18,i,0.0459,12.4415,12.3956,0.2948000000000004,2.8284271247461903,0.10422753954689724
19,s,0.085,12.9069,12.8218,0.3803000000000001,6.082762530298219,0.06252093487222739
20,i,0.0524,13.1226,13.0703,0.16339999999999932,6.082762530298219,0.02686279452569527
21,o,0.0598,13.3666,13.3068,0.18420000000000059,1.0,0.18420000000000059
22,n,0.0553,13.8842,13.8289,0.4623000000000008,3.605551275463989,0.12821895035746195
23,space,0.0569,14.6301,14.5732,0.6890000000000001,1.4142135623730951,0.48719657223753127
24,d,0.0595,15.8265,15.767,1.136899999999999,2.8284271247461903,0.4019548497654925
25,e,0.0587,16.0385,15.9798,0.15329999999999977,1.0,0.15329999999999977
26,i,0.0543,18.6018,18.5475,2.5090000000000003,5.0,0.5018
27,f,0.0559,19.1604,19.1045,0.5027000000000008,4.123105625617661,0.12192265870576478
28,e,0.041,19.3675,19.3265,0.16610000000000014,1.4142135623730951,0.11745043635508563
29,r,0.0464,19.5547,19.5083,0.1407999999999987,1.0,0.1407999999999987
30,e,0.0559,19.7361,19.6802,0.12549999999999883,1.0,0.12549999999999883
