,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,e,0.2227,17.413,17.1903,,0.0,
1,l,0.071,17.9669,17.8959,0.4829000000000008,6.082762530298219,0.07938827096975716
2,space,0.0878,18.4796,18.3918,0.42490000000000094,4.47213595499958,0.09501052836396627
3,v,0.2577,19.7883,19.5306,1.0509999999999984,1.4142135623730951,0.7431692270270602
4,a,0.2931,21.074,20.7809,0.9925999999999995,3.1622776601683795,0.3138876805483132
5,j,0.0737,21.471,21.3973,0.3232999999999997,6.0,0.05388333333333328
6,e,0.2152,22.3312,22.1159,0.6448999999999998,4.123105625617661,0.1564112245859311
7,space,0.1054,22.7024,22.597,0.26580000000000226,3.605551275463989,0.07371965607833358
8,m,0.1311,24.7775,24.6464,1.943999999999999,1.4142135623730951,1.3746155826266477
9,a,0.1878,25.3029,25.115,0.3374999999999986,5.0990195135927845,0.06618919560913683
10,s,0.1659,25.6204,25.4545,0.1515999999999984,1.0,0.1515999999999984
11,space,0.1236,25.8965,25.7729,0.15249999999999986,3.605551275463989,0.042295889962173684
12,c,0.2321,26.7656,26.5335,0.6370000000000005,2.23606797749979,0.2848750603334734
13,o,0.0702,27.2177,27.1475,0.3819000000000017,6.324555320336759,0.060383691920915465
14,m,0.0779,27.794,27.7161,0.4984000000000002,3.605551275463989,0.13823128889932715
15,o,0.0751,28.6484,28.5734,0.779399999999999,3.605551275463989,0.2161666664689715
16,d,0.2122,29.2723,29.0601,0.41169999999999973,6.082762530298219,0.06768306307361556
17,o,0.0683,29.71,29.6417,0.36939999999999884,6.082762530298219,0.0607289859105988
18,space,0.2373,36.0931,35.8558,6.145800000000001,5.0,1.2291600000000003
19,,0.3101,37.9848,37.6747,1.5816000000000017,,
20,e,0.2743,40.5584,40.2841,2.2993000000000023,,
21,l,0.0616,40.8822,40.8207,0.2623000000000033,6.082762530298219,0.043121854370195764
22,,0.2926,43.5141,43.2216,2.339400000000005,,
23,space,0.1739,44.2613,44.0873,0.5731999999999999,,
24,p,0.1045,45.0006,44.8961,0.6347999999999985,5.830951894845301,0.10886730184846434
25,r,0.0781,47.4659,47.3879,2.3873000000000033,6.0,0.39788333333333387
26,i,0.0886,48.3172,48.2286,0.7627000000000024,4.0,0.1906750000000006
27,n,0.1229,49.4722,49.3492,1.0320000000000036,2.8284271247461903,0.3648670990922598
28,e,0.2376,52.7669,52.5293,3.0570999999999984,3.605551275463989,0.8478869849400735
29,r,0.0719,52.9038,52.8319,0.06499999999999773,1.0,0.06499999999999773
30,space,0.1302,53.3764,53.2462,0.3424000000000049,3.1622776601683795,0.10827638708416686
31,d,0.2731,54.323,54.0499,0.6735000000000042,2.8284271247461903,0.23811820856457136
32,i,0.1356,55.8377,55.7021,1.379100000000001,5.0990195135927845,0.27046376196906985
33,a,0.2009,56.2429,56.0419,0.20420000000000016,7.0710678118654755,0.028878240943658623
34,d,0.2488,64.1686,63.9198,7.676900000000003,2.0,3.8384500000000017
35,e,0.1352,64.6337,64.4985,0.3299000000000092,1.0,0.3299000000000092
36,space,0.1371,65.2448,65.1077,0.47399999999998954,3.605551275463989,0.1314639465053764
37,v,0.2896,65.7419,65.4523,0.20749999999999602,1.4142135623730951,0.14672465709620577
38,i,0.1028,66.6807,66.5779,0.8359999999999985,4.47213595499958,0.18693528291898207
39,a,0.2723,67.6835,67.4112,0.7304999999999922,7.0710678118654755,0.10330830073135348
