,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,s,0.2018,1.938,1.7362,,0.0,
1,a,0.1319,2.1101,1.9782,0.040200000000000014,1.0,0.040200000000000014
2,l,0.2684,2.3958,2.1274,0.017300000000000093,8.0,0.0021625000000000116
3,i,0.136,2.4541,2.3181,-0.0777000000000001,1.4142135623730951,-0.05494219689819481
4,r,0.1456,2.8563,2.7106,0.25649999999999995,4.0,0.06412499999999999
5,space,0.1268,3.6848,3.5581,0.7018,3.1622776601683795,0.22192864619061684
6,e,0.0933,5.0173,4.9239,1.2390999999999996,3.605551275463989,0.3436645065713406
7,l,0.0888,5.1822,5.0934,0.07610000000000028,6.082762530298219,0.012510762933937736
8,space,0.1235,5.5211,5.3976,0.2153999999999998,4.47213595499958,0.048164904235345425
9,p,0.1396,6.0223,5.8827,0.36160000000000014,5.830951894845301,0.06201388838753122
10,u,0.0742,6.2869,6.2127,0.19039999999999946,3.0,0.06346666666666649
11,e,0.127,6.48,6.353,0.0660999999999996,4.0,0.0165249999999999
12,b,0.1125,6.8334,6.7209,0.2408999999999999,2.8284271247461903,0.0851710117939196
13,l,0.0775,6.9979,6.9204,0.08699999999999974,4.123105625617661,0.021100599378160906
14,o,0.1064,7.257,7.1506,0.15270000000000028,1.0,0.15270000000000028
15,space,0.0978,7.5679,7.4701,0.21310000000000073,5.0,0.042620000000000144
16,e,0.0531,7.9803,7.9272,0.3593000000000002,3.605551275463989,0.09965189025186247
17,w,0.0531,7.9848,7.9318,-0.048499999999999766,1.0,-0.048499999999999766
18,,0.0653,8.8283,8.763,0.7782,,
19,,0.0651,9.3255,9.2604,0.43210000000000015,,
20,space,0.0928,9.5402,9.4474,0.12190000000000012,,
21,e,0.1179,9.7468,9.6289,0.08869999999999933,3.605551275463989,0.02460095370258873
22,l,0.0732,9.8716,9.7984,0.051600000000000534,6.082762530298219,0.008482987744956524
23,a,0.0633,10.2162,10.1529,0.2812999999999999,8.0,0.035162499999999985
24,,0.0624,10.2192,10.1568,-0.05940000000000012,,
25,,0.065,11.7216,11.6566,1.4373999999999985,,
26,space,0.0577,12.2143,12.1566,0.4349999999999987,,
27,a,0.1462,12.6895,12.5433,0.3290000000000006,4.47213595499958,0.07356663645974322
28,b,0.1083,13.0662,12.9579,0.26839999999999975,4.123105625617661,0.0650965617597517
29,u,0.0974,13.5846,13.4871,0.4208999999999996,2.8284271247461903,0.14881062210070878
30,e,0.1266,13.8401,13.7135,0.1288999999999998,4.0,0.03222499999999995
31,l,0.0885,13.9543,13.8659,0.025800000000000267,6.082762530298219,0.004241493872478262
32,o,0.0576,14.1364,14.0789,0.12460000000000093,1.0,0.12460000000000093
33,space,0.0829,14.4173,14.3343,0.19790000000000063,5.0,0.03958000000000013
