,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,f,0.1695,2.6591,2.4896,,0.0,
1,u,0.0829,2.6895,2.6066,-0.05250000000000021,3.1622776601683795,-0.016601957715884057
2,,0.0831,3.8249,3.7418,1.0523000000000002,,
3,,0.093,4.6741,4.5811,0.7562000000000002,,
4,,0.0629,4.8454,4.7825,0.10839999999999961,,
5,space,0.091,5.5535,5.4626,0.6172000000000004,,
6,c,0.098,6.1055,6.0075,0.4540000000000006,2.23606797749979,0.20303497235698117
7,u,0.0733,6.3023,6.229,0.12349999999999994,4.47213595499958,0.02761543952212239
8,a,0.1252,6.5203,6.3951,0.09280000000000044,6.082762530298219,0.01525622602193723
9,n,0.063,6.5795,6.5165,-0.0038000000000000256,5.0990195135927845,-0.0007452413135251044
10,d,0.0908,6.7406,6.6498,0.07029999999999959,3.1622776601683795,0.022230811950983573
11,o,0.1887,7.0727,6.8839,0.14329999999999998,6.082762530298219,0.0235583748808577
12,space,0.1175,7.4778,7.3602,0.28749999999999964,5.0,0.057499999999999926
13,v,0.1138,7.9247,7.8109,0.33309999999999995,1.4142135623730951,0.23553726881323894
14,i,0.1006,8.133,8.0324,0.10770000000000124,4.47213595499958,0.02408245211767301
15,e,0.2492,8.4864,8.2373,0.10430000000000028,5.0,0.020860000000000056
16,r,0.1379,8.5992,8.4613,-0.025100000000000122,1.0,-0.025100000000000122
17,o,0.1138,8.7105,8.5967,-0.0024999999999995026,5.0,-0.0004999999999999005
18,n,0.1185,9.0584,8.9398,0.22930000000000028,3.605551275463989,0.0635963774972226
19,space,0.2111,9.5025,9.2914,0.23299999999999876,1.4142135623730951,0.16475588001646468
20,a,0.1532,9.6323,9.4791,-0.023399999999998755,4.47213595499958,-0.005232399067349229
21,l,0.1279,9.6977,9.5698,-0.0625,8.0,-0.0078125
22,space,0.3676,10.1263,9.7587,0.06099999999999994,4.47213595499958,0.013640014662748704
23,f,0.0952,10.159,10.0638,-0.0625,2.23606797749979,-0.02795084971874737
24,i,0.0783,10.2349,10.1565,-0.002500000000001279,4.123105625617661,-0.0006063390625911427
25,,0.1754,11.2587,11.0833,0.8483999999999998,,
26,,0.1006,11.4782,11.3776,0.1189,,
27,v,0.1037,12.1529,12.0491,0.5709,,
28,i,0.076,12.329,12.253,0.10009999999999941,4.47213595499958,0.02238304045477276
29,e,0.1457,12.5678,12.4221,0.09309999999999974,5.0,0.01861999999999995
30,j,0.0787,12.7123,12.6335,0.06569999999999965,4.123105625617661,0.01593459056488699
31,o,0.1182,13.47,13.3518,0.6395,2.23606797749979,0.2859930943222231
32,space,0.3323,14.6593,14.327,0.8569999999999993,5.0,0.17139999999999986
33,s,0.053,14.7864,14.7334,0.07409999999999961,3.605551275463989,0.02055164227014463
34,space,0.1892,14.8829,14.6936,-0.09280000000000044,3.605551275463989,-0.025738089104850755
35,o,0.08,15.7037,15.6237,0.7408000000000001,5.0,0.14816000000000001
36,b,0.0746,16.5482,16.4737,0.7700000000000014,4.47213595499958,0.1721772342674841
37,r,0.148,16.921,16.7731,0.2248999999999981,2.23606797749979,0.10057833762793969
38,e,0.1711,17.0747,16.9036,-0.017399999999998528,1.0,-0.017399999999998528
39,space,0.2212,19.4259,19.2047,2.129999999999999,3.605551275463989,0.5907557089798687
40,e,0.1429,19.5309,19.388,-0.037899999999996936,3.605551275463989,-0.010511568718467243
41,l,0.1095,19.6098,19.5003,-0.03059999999999974,6.082762530298219,-0.00503060901154389
42,space,0.148,19.7937,19.6457,0.0359000000000016,4.47213595499958,0.008027484039224602
43,b,0.1353,20.0804,19.9451,0.15139999999999887,1.0,0.15139999999999887
44,u,0.1279,20.3419,20.214,0.13359999999999772,2.8284271247461903,0.047234732983260565
45,r,0.0777,20.5636,20.4858,0.14390000000000214,3.0,0.04796666666666738
46,r,0.0605,20.657,20.5965,0.03289999999999793,0.0,inf
47,r,0.0669,20.8247,20.7578,0.10079999999999956,0.0,inf
48,o,0.0877,21.8273,21.7396,0.9148999999999994,5.0,0.18297999999999986
49,space,0.149,23.4086,23.2596,1.432299999999998,5.0,0.2864599999999996
50,y,0.1612,23.7055,23.5443,0.13569999999999993,3.1622776601683795,0.042912107848484884
51,space,0.25,24.109,23.859,0.15350000000000108,3.1622776601683795,0.04854096208358496
52,a,0.1729,24.2364,24.0635,-0.04550000000000054,4.47213595499958,-0.010174109297624164
53,l,0.1266,24.3131,24.1865,-0.049900000000000944,8.0,-0.006237500000000118
54,space,0.1538,24.5473,24.3935,0.08040000000000092,4.47213595499958,0.017977986539098514
55,n,0.2111,24.9245,24.7134,0.16610000000000014,1.4142135623730951,0.11745043635508563
56,i,0.0826,24.9926,24.91,-0.014499999999998181,2.8284271247461903,-0.005126524163601826
57,,0.1393,25.8269,25.6876,0.6950000000000003,,
58,o,0.0712,26.0339,25.9626,0.13569999999999993,,
59,space,0.2741,27.2911,27.017,0.9831000000000003,5.0,0.19662000000000007
60,c,0.131,27.3737,27.2427,-0.04840000000000089,2.23606797749979,-0.02164513802219836
61,a,0.1536,27.5701,27.4166,0.042899999999999494,2.23606797749979,0.01918546324694797
62,m,0.1881,27.8037,27.6156,0.04550000000000054,5.0990195135927845,0.00892328414878748
63,i,0.1009,27.9003,27.7994,-0.004300000000000637,2.8284271247461903,-0.0015202795795513022
64,n,0.0788,28.1352,28.0564,0.15609999999999857,2.8284271247461903,0.05518968427160953
65,a,0.1233,28.2956,28.1723,0.0370999999999988,5.0990195135927845,0.007275908613626393
66,n,0.0733,28.3989,28.3257,0.030100000000000904,5.0990195135927845,0.005903095667659517
67,d,0.0917,28.5788,28.4871,0.0882000000000005,3.1622776601683795,0.02789128896268526
68,o,0.084,29.3596,29.2756,0.6967999999999996,6.082762530298219,0.1145532143543729
69,space,0.1707,30.7353,30.5646,1.2049999999999983,5.0,0.24099999999999966
70,d,0.0778,31.0643,30.9866,0.2513000000000005,2.8284271247461903,0.08884796705608987
71,e,0.0788,31.2382,31.1594,0.09510000000000218,1.0,0.09510000000000218
72,c,0.1035,31.4974,31.3939,0.1556999999999995,2.0,0.07784999999999975
73,i,0.0749,31.5648,31.49,-0.007400000000000517,5.385164807134504,-0.00137414550251028
74,a,0.1226,31.8345,31.7119,0.14709999999999823,7.0710678118654755,0.020803081502507977
75,n,0.1214,31.9259,31.8045,-0.029999999999997584,5.0990195135927845,-0.005883484054145047
76,space,0.1279,32.1896,32.0617,0.13580000000000325,1.4142135623730951,0.09602510088513545
77,p,0.0831,32.9158,32.8327,0.643100000000004,5.830951894845301,0.11029074010514811
78,a,0.1585,33.167,33.0085,0.09270000000000067,9.055385138137417,0.010237002467138347
79,r,0.0831,33.3815,33.2984,0.1313999999999993,3.1622776601683795,0.04155232845461228
80,e,0.104,33.5501,33.4461,0.06459999999999866,1.0,0.06459999999999866
81,c,0.109,33.8781,33.769,0.21889999999999787,2.0,0.10944999999999894
82,e,0.1892,34.2157,34.0264,0.148299999999999,2.0,0.0741499999999995
83,space,0.197,34.4378,34.2409,0.025200000000005218,3.605551275463989,0.006989222472439335
84,m,0.1179,34.5815,34.4636,0.025799999999996714,1.4142135623730951,0.018243354954610602
85,e,0.0879,34.7191,34.6312,0.04970000000000141,3.605551275463989,0.013784299876197335
86,n,0.0659,34.8323,34.7665,0.04740000000000322,3.605551275463989,0.013146394650538823
87,t,0.0651,35.0311,34.966,0.1337000000000046,2.23606797749979,0.059792457718346424
88,i,0.0976,35.4037,35.3061,0.2749999999999986,3.0,0.09166666666666619
