,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,a,0.1436,9.8116,9.668,,0.0,
1,b,0.0597,10.1974,10.1377,0.3261000000000003,4.123105625617661,0.07909086732434825
2,space,0.1488,10.2374,10.0886,-0.10880000000000045,1.0,-0.10880000000000045
3,u,0.1096,10.461,10.3514,0.11400000000000077,3.605551275463989,0.031617911184838275
4,e,0.2081,10.8897,10.6815,0.22049999999999947,4.0,0.05512499999999987
5,l,0.0935,11.1628,11.0693,0.17960000000000065,6.082762530298219,0.029526058120042276
6,,0.0703,15.3188,15.2485,4.085699999999999,,
7,,0.0657,15.4911,15.4255,0.10670000000000002,,
8,,0.0522,15.6904,15.6382,0.1471,,
9,,0.0792,15.902,15.8228,0.13240000000000052,,
10,,0.0606,16.1051,16.0445,0.14250000000000007,,
11,,0.083,16.7054,16.6224,0.5172999999999988,,
12,p,0.114,19.1832,19.0691,2.363699999999998,,
13,r,0.2018,19.7384,19.5366,0.3534000000000006,6.0,0.0589000000000001
14,i,0.1019,19.8784,19.7765,0.03810000000000002,4.0,0.009525000000000006
15,m,0.1498,20.1929,20.0431,0.16469999999999985,2.8284271247461903,0.058230243430712134
16,e,0.1615,20.4359,20.2743,0.08139999999999858,3.605551275463989,0.022576297986366435
17,r,0.1141,20.6132,20.4991,0.06319999999999837,1.0,0.06319999999999837
18,space,0.2259,21.8839,21.658,1.0448000000000022,3.1622776601683795,0.33039476993439293
19,d,0.2101,22.6287,22.4186,0.5347000000000008,2.8284271247461903,0.18904499795022375
20,,0.1366,22.954,22.8173,0.188600000000001,,
21,i,0.1576,23.5774,23.4198,0.465799999999998,,
22,a,0.2257,24.7457,24.5201,0.9426999999999985,7.0710678118654755,0.13331791252491146
23,space,0.2204,25.3365,25.1161,0.37040000000000006,4.47213595499958,0.08282395788659222
24,d,0.0918,25.569,25.4772,0.14069999999999894,2.8284271247461903,0.04974496205647324
25,e,0.1947,25.893,25.6983,0.12930000000000064,1.0,0.12930000000000064
26,space,0.2289,26.1508,25.9219,0.028900000000000148,3.605551275463989,0.008015417835454602
27,v,0.2407,26.4545,26.2137,0.06289999999999907,1.4142135623730951,0.04447701653663318
28,a,0.2415,27.3108,27.0693,0.6147999999999989,3.1622776601683795,0.19441683054715161
29,,0.1137,28.2853,28.1717,0.8609000000000009,,
30,i,0.125,28.8524,28.7275,0.4421999999999997,,
31,a,0.299,29.4855,29.1865,0.3340999999999994,7.0710678118654755,0.047248875118885016
32,j,0.1948,30.01,29.8152,0.32970000000000255,6.0,0.05495000000000042
33,e,0.213,30.5357,30.3226,0.31259999999999977,4.123105625617661,0.07581663638635763
34,space,0.1767,32.3957,32.219,1.6833000000000027,3.605551275463989,0.46686342015296484
35,l,0.074,33.1083,33.0342,0.6385000000000005,4.47213595499958,0.1427729403633617
36,l,0.1084,33.3053,33.1969,0.08859999999999957,0.0,inf
37,e,0.1553,33.5214,33.366,0.06069999999999709,6.082762530298219,0.009979018529434709
38,g,0.0844,33.8051,33.7207,0.19930000000000092,2.23606797749979,0.08912966958314203
39,a,0.2336,35.5089,35.2753,1.4701999999999984,4.0,0.3675499999999996
40,r,0.1844,36.738,36.5535,1.0446000000000026,3.1622776601683795,0.33033152438118973
41,o,0.1238,36.9764,36.8526,0.11460000000000292,5.0,0.022920000000000586
42,n,0.1348,37.303,37.1682,0.19180000000000064,3.605551275463989,0.053195748817999655
43,space,0.1402,37.5855,37.4453,0.14230000000000587,1.4142135623730951,0.10062129496284986
44,a,0.2434,37.8884,37.645,0.059499999999999886,4.47213595499958,0.013304604466123722
45,space,0.1609,38.0315,37.8706,-0.017799999999994043,4.47213595499958,-0.003980200999948293
46,u,0.1092,38.2899,38.1807,0.14920000000000044,3.605551275463989,0.04138063463840222
47,n,0.1832,38.6372,38.454,0.1640999999999977,2.23606797749979,0.07338775102154206
48,space,0.1959,40.0644,39.8684,1.2312000000000012,1.4142135623730951,0.8705898689968781
49,p,0.0946,41.2055,41.1109,1.0465000000000018,5.830951894845301,0.1794732693516358
50,u,0.1355,41.7105,41.5749,0.36939999999999884,3.0,0.12313333333333294
51,e,0.1882,42.0317,41.8435,0.13299999999999557,4.0,0.03324999999999889
52,b,0.1349,42.4196,42.2846,0.2528999999999968,2.8284271247461903,0.08941365248103779
53,l,0.0995,42.6929,42.5934,0.17379999999999995,4.123105625617661,0.04215269163131466
54,o,0.1918,45.8175,45.6258,2.9328999999999965,1.0,2.9328999999999965
55,,0.0933,46.5815,46.4882,0.6706999999999965,,
56,space,0.0988,46.9474,46.8487,0.26720000000000255,,
57,e,0.1445,48.5464,48.402,1.4545999999999992,3.605551275463989,0.40343345271460895
58,,0.3418,48.5573,48.2155,-0.33089999999999975,,
59,n,0.2175,49.8935,49.676,1.118700000000004,,
60,space,0.1844,50.6418,50.4574,0.5638999999999967,1.4142135623730951,0.3987375139110918
61,e,0.1802,51.0601,50.8799,0.23809999999999576,3.605551275463989,0.06603705836061236
62,s,0.2012,51.4366,51.2353,0.1752000000000038,1.4142135623730951,0.12388510806388581
63,t,0.193,51.9379,51.7449,0.3083000000000027,3.1622776601683795,0.09749302026299198
64,e,0.2557,52.4945,52.2388,0.3008999999999986,2.0,0.1504499999999993
65,space,0.1605,53.1779,53.0174,0.5228999999999999,3.605551275463989,0.14502636630308613
66,m,0.1515,53.6403,53.4889,0.31099999999999994,1.4142135623730951,0.21991020894901622
67,o,0.1218,53.9447,53.8228,0.18249999999999744,3.605551275463989,0.05061639290555145
68,m,0.1415,54.2563,54.1148,0.17010000000000502,3.605551275463989,0.04717725168895713
69,e,0.2805,54.7195,54.439,0.18269999999999698,3.605551275463989,0.050671862925173845
70,n,0.1671,54.8399,54.6728,-0.04669999999999419,3.605551275463989,-0.01295224958185749
71,t,0.1922,56.4494,56.2572,1.4172999999999973,2.23606797749979,0.6338358289020891
72,o,0.2026,59.1361,58.9336,2.4842000000000013,4.0,0.6210500000000003
73,space,0.1522,59.8542,59.702,0.5658999999999992,5.0,0.11317999999999984
74,e,0.203,60.3175,60.1145,0.26030000000000086,3.605551275463989,0.07219423053871381
75,l,0.1974,60.4945,60.2971,-0.020400000000002194,6.082762530298219,-0.0033537393410296495
76,space,0.1975,60.8319,60.6344,0.13989999999999725,4.47213595499958,0.03128259100522144
77,a,0.2082,61.0454,60.8373,0.005400000000001626,4.47213595499958,0.0012074767078502498
78,b,0.1912,61.3708,61.1796,0.13419999999999987,4.123105625617661,0.03254828087987585
79,u,0.1248,61.5431,61.4184,0.047599999999995646,2.8284271247461903,0.01682914139223829
80,e,0.1906,61.8615,61.6709,0.12780000000000058,4.0,0.031950000000000145
81,l,0.0862,62.1022,62.0159,0.15440000000000254,6.082762530298219,0.025383203639947585
82,o,0.0809,62.3702,62.2892,0.1869999999999976,1.0,0.1869999999999976
83,space,0.1726,62.7059,62.5333,0.16310000000000002,5.0,0.03262
84,i,0.121,62.878,62.757,0.05109999999999815,4.242640687119285,0.012044385506210424
85,b,0.2623,65.4491,65.1868,2.308800000000005,3.605551275463989,0.640345906522406
86,a,0.2083,65.7755,65.5672,0.11809999999999832,4.123105625617661,0.028643457316790515
87,space,0.2653,66.3105,66.0452,0.2697000000000003,4.47213595499958,0.06030675335316939
88,s,0.2247,66.7596,66.5349,0.2243999999999886,3.605551275463989,0.062237362016467554
89,e,0.2028,67.2759,67.0732,0.3135999999999939,1.4142135623730951,0.22174868658009697
90,n,0.1773,67.449,67.2717,-0.004199999999997317,3.605551275463989,-0.0011648704120722372
91,t,0.1256,67.6323,67.5067,0.057699999999996976,2.23606797749979,0.02580422446034622
92,a,0.2413,68.0931,67.8518,0.21949999999999648,4.123105625617661,0.05323656969547423
93,d,0.2316,68.4863,68.2547,0.16159999999999286,2.0,0.08079999999999643
94,o,0.1846,69.7952,69.6106,1.1243000000000052,6.082762530298219,0.18483378142741405
95,space,0.1537,70.2271,70.0734,0.27820000000001244,5.0,0.055640000000002486
96,s,0.26,70.6292,70.3692,0.14210000000001344,3.605551275463989,0.03941144894180626
97,o,0.1746,70.822,70.6474,0.01820000000000732,7.0710678118654755,0.0025738686835200682
98,b,0.1393,71.0661,70.9269,0.10490000000000066,4.47213595499958,0.02345635308397294
99,r,0.1948,71.5983,71.4036,0.3374999999999915,2.23606797749979,0.15093458848123198
100,e,0.1979,72.0703,71.8724,0.27410000000000423,1.0,0.27410000000000423
101,space,0.2113,72.647,72.4357,0.36539999999999395,3.605551275463989,0.10134372585034769
102,e,0.2091,73.2788,73.0697,0.42269999999999186,3.605551275463989,0.11723588647219993
103,l,0.2585,73.5502,73.2917,0.01290000000000191,6.082762530298219,0.002120746936239423
104,space,0.3154,73.9031,73.5877,0.037499999999994316,4.47213595499958,0.00838525491562294
105,b,0.1268,73.9326,73.8058,-0.09729999999998995,1.0,-0.09729999999998995
106,u,0.1156,74.1417,74.0261,0.09350000000000591,2.8284271247461903,0.033057242020473186
107,r,0.1291,74.4505,74.3215,0.17980000000000018,3.0,0.059933333333333394
108,r,0.1187,74.6785,74.5599,0.10939999999999372,0.0,inf
109,o,0.184,75.7848,75.6008,0.922300000000007,5.0,0.1844600000000014
110,space,0.1925,76.2885,76.0959,0.31109999999999616,5.0,0.062219999999999234
111,y,0.0975,78.46,78.3625,2.073999999999998,3.1622776601683795,0.6558563867189212
112,space,0.0842,78.7167,78.6325,0.17249999999999943,3.1622776601683795,0.05454928963790436
113,e,0.1929,79.127,78.9341,0.21739999999999782,3.605551275463989,0.0602959113296818
114,l,0.1176,79.3786,79.261,0.13400000000000034,6.082762530298219,0.022029464298917934
115,space,0.1092,79.644,79.5348,0.15619999999999834,4.47213595499958,0.03492738180854634
116,n,0.1687,79.9864,79.8176,0.17359999999999332,1.4142135623730951,0.12275373721397992
117,i,0.1113,80.2114,80.1001,0.11369999999999436,2.8284271247461903,0.04019902051045323
118,e,0.1651,80.449,80.2839,0.07250000000000512,5.0,0.014500000000001022
119,t,0.2263,81.0691,80.8428,0.3937999999999988,2.0,0.1968999999999994
120,o,0.1957,81.9096,81.7139,0.6447999999999894,4.0,0.16119999999999735
121,space,0.2024,82.3384,82.1361,0.22650000000000148,5.0,0.0453000000000003
122,i,0.1543,82.6262,82.4719,0.13350000000001216,4.242640687119285,0.03146625176280424
123,b,0.1731,83.0361,82.863,0.23680000000000234,3.605551275463989,0.06567650323306778
124,a,0.2131,83.4763,83.2632,0.22709999999999297,4.123105625617661,0.05507984044574951
125,space,0.1899,84.5362,84.3464,0.8701000000000079,4.47213595499958,0.19456027472225845
126,c,0.2406,85.3339,85.0933,0.5571000000000055,2.23606797749979,0.249142694053029
127,a,0.2536,85.635,85.3814,0.04749999999999943,2.23606797749979,0.02124264578624775
128,m,0.1568,85.7572,85.6005,-0.03450000000000841,5.0990195135927845,-0.006766006662269
129,i,0.0977,85.9575,85.8598,0.10260000000000957,2.8284271247461903,0.03627457787487327
130,n,0.1514,86.2313,86.0799,0.12239999999999895,2.8284271247461903,0.04327493500861634
131,a,0.2669,86.5273,86.2604,0.02909999999999968,5.0990195135927845,0.005706979532521093
132,n,0.1571,86.6113,86.4542,-0.07309999999999661,5.0990195135927845,-0.01433608947860059
133,d,0.2519,87.1143,86.8624,0.2510999999999939,3.1622776601683795,0.07940479204682607
134,o,0.2198,88.2665,88.0467,0.9324000000000012,6.082762530298219,0.15328561576351535
135,space,0.1577,88.5968,88.4391,0.17260000000000275,5.0,0.03452000000000055
136,a,0.2399,89.1022,88.8622,0.26539999999999964,4.47213595499958,0.05934524412284434
137,l,0.1452,89.2339,89.0887,-0.013499999999993406,8.0,-0.0016874999999991758
138,space,0.12,89.4463,89.3262,0.0922999999999945,4.47213595499958,0.02063890743232183
139,l,0.1818,89.7082,89.5264,0.08010000000000161,4.47213595499958,0.017910904499773676
140,a,0.2689,89.9724,89.7035,-0.004699999999999704,8.0,-0.000587499999999963
141,d,0.1923,90.2941,90.1018,0.12940000000000396,2.0,0.06470000000000198
142,o,0.0786,90.4741,90.3955,0.10139999999999816,6.082762530298219,0.01667005731276293
143,,0.0731,91.7242,91.6511,1.1769999999999925,,
144,space,0.1038,92.0516,91.9478,0.22360000000000468,,
145,a,0.1361,94.0621,93.926,1.8744000000000085,4.47213595499958,0.41912858170256245
146,,1.1098,94.3243,93.2146,-0.8474999999999966,,
147,l,0.0806,95.0649,94.9843,0.6600000000000108,,
148,space,0.0993,95.4403,95.341,0.27609999999999957,4.47213595499958,0.061737836858769095
149,p,0.1045,95.8412,95.7367,0.29640000000000555,5.830951894845301,0.05083218063624057
150,a,0.1864,96.3816,96.1953,0.3541000000000025,9.055385138137417,0.03910380338310344
151,s,0.1849,96.8009,96.616,0.23439999999999372,1.0,0.23439999999999372
152,a,0.2187,97.2112,96.9925,0.1916000000000082,1.0,0.1916000000000082
153,r,0.242,99.3322,99.0901,1.8789000000000016,3.1622776601683795,0.5941603495690373
154,space,0.175,100.2355,100.0605,0.7283000000000044,3.1622776601683795,0.23030868199006443
155,p,0.1239,100.6153,100.4915,0.2560000000000002,5.830951894845301,0.0439036377964823
156,o,0.1312,100.8917,100.7605,0.14519999999998845,1.0,0.14519999999998845
157,r,0.1136,101.0991,100.9855,0.09380000000000166,5.0,0.018760000000000332
158,space,0.146,101.3232,101.1772,0.07809999999999206,3.1622776601683795,0.024697388525912533
159,l,0.1328,101.7541,101.6212,0.2980000000000018,4.47213595499958,0.06663482572949414
160,a,0.2147,101.9896,101.7749,0.020800000000008367,8.0,0.002600000000001046
