,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,q,0.1309,9.934,9.8031,,0.0,
1,u,0.0902,11.2938,11.2035,1.2695000000000007,6.0,0.21158333333333346
2,e,0.0909,11.7811,11.6902,0.39640000000000164,4.0,0.09910000000000041
3,space,0.145,13.5119,13.3669,1.585799999999999,3.605551275463989,0.4398217855869839
4,n,0.1224,15.8313,15.7089,2.196999999999999,1.4142135623730951,1.5535135982668442
5,o,0.0922,18.3348,18.2426,2.411299999999999,3.605551275463989,0.6687742915789472
6,space,0.1004,18.855,18.7546,0.4197999999999986,5.0,0.08395999999999973
7,s,0.0797,21.6308,21.5511,2.6961000000000013,3.605551275463989,0.7477635995214205
8,e,0.0694,21.8316,21.7622,0.1313999999999993,1.4142135623730951,0.09291383104791184
9,space,0.0953,22.9106,22.8153,0.9836999999999989,3.605551275463989,0.27282929151337865
10,f,0.1483,27.0383,26.89,3.979400000000002,2.23606797749979,1.7796417819325334
11,i,0.0892,29.7705,29.6813,2.6430000000000007,4.123105625617661,0.6410216569710282
12,a,0.0769,32.1095,32.0326,2.2621000000000038,7.0710678118654755,0.31990924994441833
13,n,0.0762,33.2444,33.1682,1.0587000000000018,5.0990195135927845,0.20762815227079578
14,,0.0876,38.7733,38.6857,5.441299999999998,,
15,,0.1436,41.1683,41.0247,2.251400000000004,,
16,b,0.0883,44.811,44.7226,3.554299999999998,,
17,a,0.086,47.4935,47.4075,2.596499999999999,4.123105625617661,0.6297437504068383
18,n,0.1001,48.5407,48.4406,0.947100000000006,5.0990195135927845,0.18574159158937528
19,space,0.1332,49.2453,49.112,0.5713000000000008,1.4142135623730951,0.40397010409187517
20,l,0.0677,53.4347,53.3669,4.121600000000001,4.47213595499958,0.9216177776063135
21,o,0.0777,53.6593,53.5816,0.14690000000000225,1.0,0.14690000000000225
22,,0.1224,60.8433,60.7209,7.0615999999999985,,
23,u,0.0994,69.5003,69.4009,8.557599999999994,,
24,,0.0737,73.986,73.9123,4.412000000000006,,
25,,0.0693,74.1397,74.0704,0.08440000000000225,,
26,o,0.0864,75.7057,75.6193,1.4795999999999907,,
27,s,0.0861,77.3437,77.2576,1.5519000000000034,7.0710678118654755,0.2194718027446811
28,space,0.0784,77.8662,77.7878,0.44410000000000593,3.605551275463989,0.12317117857181378
29,u,0.0792,83.3218,83.2426,5.37639999999999,3.605551275463989,1.491145067492658
30,n,0.0753,84.4994,84.4241,1.1022999999999996,2.23606797749979,0.49296354631960343
31,o,0.0646,85.0193,84.9546,0.45520000000000493,3.605551275463989,0.12624976466086352
32,s,0.0845,86.4246,86.3401,1.3208000000000055,7.0710678118654755,0.18678932731823916
33,space,0.0775,86.9627,86.8852,0.46059999999999945,3.605551275463989,0.12774745519067013
34,d,0.0802,90.3825,90.3023,3.3396000000000043,2.8284271247461903,1.1807269032252985
35,e,0.0778,90.5916,90.5139,0.1314000000000135,1.0,0.1314000000000135
36,space,0.1495,93.1827,93.0332,2.441599999999994,3.605551275463989,0.6771779995517581
37,l,0.073,94.7025,94.6295,1.446799999999996,4.47213595499958,0.3235143149846687
38,o,0.0689,94.9001,94.8312,0.12869999999999493,1.0,0.12869999999999493
39,s,0.0829,96.3302,96.2473,1.3472000000000008,7.0710678118654755,0.19052285112290349
40,space,0.0822,96.9054,96.8232,0.492999999999995,3.605551275463989,0.1367335983695176
41,o,0.078,100.9089,100.831,3.925600000000003,5.0,0.7851200000000006
