,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,,0.2554,3.7845,3.5291,,0.0,
1,a,0.0975,3.8844,3.787,0.0024999999999999467,,
2,space,0.083,4.0345,3.9515,0.06709999999999994,4.47213595499958,0.015004016129023573
3,,0.1003,4.2728,4.1725,0.1379999999999999,,
4,l,0.0708,4.6193,4.5485,0.2756999999999996,,
5,a,0.092,4.8347,4.7427,0.12340000000000018,8.0,0.015425000000000022
6,space,0.0749,5.0118,4.9369,0.10219999999999985,4.47213595499958,0.022852614730047814
7,,0.0995,5.2463,5.1468,0.1349999999999998,,
8,i,0.0775,5.6545,5.577,0.3307000000000002,,
9,g,0.078,6.2091,6.1311,0.47660000000000036,3.1622776601683795,0.15071415328362506
10,l,0.0913,6.7665,6.6753,0.4661999999999997,4.0,0.11654999999999993
11,e,0.0692,7.0254,6.9562,0.1897000000000002,6.082762530298219,0.031186487891826313
12,s,0.0994,7.2792,7.1799,0.15449999999999964,1.4142135623730951,0.10924799769332133
13,i,0.0697,7.5143,7.4446,0.1654,6.082762530298219,0.027191592500306096
14,a,0.1652,7.7828,7.6176,0.10329999999999995,7.0710678118654755,0.014608826099314064
15,space,0.093,11.3971,11.3041,3.5213,4.47213595499958,0.787386616917001
16,,0.0999,11.6506,11.5507,0.15360000000000085,,
17,y,0.1033,11.9748,11.8715,0.22089999999999854,,
18,space,0.1274,12.3599,12.2324,0.25760000000000005,3.1622776601683795,0.08146027252593746
19,e,0.0839,12.5649,12.481,0.12110000000000021,3.605551275463989,0.033587096881437684
20,n,0.0855,13.0174,12.9319,0.3670000000000009,3.605551275463989,0.1017874860073298
21,,0.0996,13.2314,13.1318,0.11439999999999984,,
22,t,0.0775,13.2724,13.1949,-0.0365000000000002,,
23,e,0.1178,13.5697,13.4519,0.17950000000000088,2.0,0.08975000000000044
24,r,0.0972,13.7597,13.6624,0.09270000000000067,1.0,0.09270000000000067
25,a,0.1088,14.0725,13.9637,0.20399999999999885,3.1622776601683795,0.06451046426743456
26,t,0.0802,14.3818,14.3017,0.22920000000000051,4.123105625617661,0.05558916525832764
27,e,0.0954,14.6253,14.5299,0.14809999999999945,2.0,0.07404999999999973
28,space,0.0822,14.8148,14.7326,0.1073000000000004,3.605551275463989,0.02975966552748365
29,,0.1004,15.0292,14.9288,0.11400000000000077,,
30,d,0.1271,15.1847,15.0576,0.028400000000001313,,
31,e,0.1361,15.3984,15.2623,0.07760000000000034,1.0,0.07760000000000034
32,space,0.069,15.5195,15.4505,0.05209999999999937,3.605551275463989,0.014449940111667045
33,,0.1008,15.7841,15.6832,0.16369999999999862,,
34,l,0.081,16.211,16.1299,0.3457999999999988,,
35,o,0.0563,16.3972,16.3409,0.1299000000000028,1.0,0.1299000000000028
36,space,0.0866,16.7298,16.6432,0.24599999999999866,5.0,0.04919999999999973
37,q,0.1002,16.9509,16.8507,0.1208999999999989,5.0,0.024179999999999778
38,u,0.0698,17.0948,17.025,0.07409999999999783,6.0,0.012349999999999639
39,e,0.0831,17.2985,17.2155,0.12069999999999936,4.0,0.03017499999999984
40,space,0.0829,17.4896,17.4067,0.10820000000000007,3.605551275463989,0.03000928061578492
41,e,0.0808,17.6762,17.5954,0.10580000000000211,3.605551275463989,0.029343640380315207
42,,0.1,17.7392,17.6392,-0.037000000000002586,,
43,s,0.1072,17.8995,17.7923,0.05310000000000059,,
44,t,0.0652,18.3026,18.2374,0.3379000000000012,3.1622776601683795,0.10685336213708992
45,a,0.086,19.1505,19.0646,0.7619999999999969,4.123105625617661,0.18481214627768497
46,space,0.0622,19.2714,19.2091,0.05859999999999843,4.47213595499958,0.013103358348148415
47,p,0.0829,19.6354,19.5525,0.2810999999999986,5.830951894845301,0.04820825228355899
48,a,0.1278,20.4124,20.2846,0.6492000000000004,9.055385138137417,0.07169214672779042
49,s,0.1002,20.5615,20.4613,0.04889999999999972,1.0,0.04889999999999972
50,o,0.0795,20.7422,20.6626,0.10110000000000241,7.0710678118654755,0.014297699115592331
51,n,0.0873,21.0723,20.985,0.24279999999999902,3.605551275463989,0.06734060382174255
52,d,0.0951,21.596,21.5009,0.428600000000003,3.1622776601683795,0.13553522051481767
53,o,0.0887,22.1145,22.0258,0.4298000000000002,6.082762530298219,0.0706586847438426
54,,0.0655,25.5488,25.4833,3.3688000000000002,,
55,,0.0705,26.8861,26.8156,1.2668,,
56,e,0.092,31.7444,31.6524,4.766300000000001,,
57,,0.3976,31.8242,31.4266,-0.3177999999999983,,
58,n,0.0937,32.6771,32.5834,0.7591999999999963,,
59,t,0.0817,33.0603,32.9786,0.3014999999999972,2.23606797749979,0.13483489904323606
60,r,0.1163,33.3869,33.2706,0.2103000000000037,1.0,0.2103000000000037
61,e,0.0997,33.6365,33.5368,0.14990000000000236,1.0,0.14990000000000236
62,t,0.0735,33.9285,33.855,0.2184999999999988,2.0,0.1092499999999994
63,e,0.0801,34.1854,34.1052,0.17670000000000385,2.0,0.08835000000000193
64,,0.0811,35.4963,35.4152,1.2297999999999973,,
65,a,0.0868,35.8886,35.8019,0.3056000000000054,,
66,n,0.0832,36.2123,36.129,0.24040000000000106,5.0990195135927845,0.04714631888721965
67,t,0.0783,36.4963,36.4181,0.20580000000000354,2.23606797749979,0.09203655795389291
68,o,0.0611,37.1379,37.0768,0.5805000000000007,4.0,0.14512500000000017
69,space,0.0648,37.4081,37.3433,0.20539999999999736,5.0,0.04107999999999947
70,e,0.0679,37.634,37.5662,0.15810000000000457,3.605551275463989,0.04384905051160563
71,,0.0999,37.6462,37.5463,-0.08769999999999811,,
72,l,0.07,38.0632,37.9932,0.3470000000000013,,
73,space,0.0634,38.3203,38.2569,0.19369999999999976,4.47213595499958,0.04331263672417087
74,s,0.086,38.4913,38.4053,0.08499999999999375,3.605551275463989,0.023574758339570505
75,a,0.0864,38.7163,38.6299,0.13859999999999673,1.0,0.13859999999999673
76,s,0.0822,38.9181,38.8358,0.11950000000000216,1.0,0.11950000000000216
77,t,0.0708,39.2699,39.1991,0.2809999999999988,3.1622776601683795,0.08886000225073108
78,r,0.0965,39.5842,39.4877,0.21779999999999688,1.0,0.21779999999999688
79,e,0.1233,39.8873,39.764,0.17980000000000018,1.0,0.17980000000000018
