,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,l,0.1138,8.6618,8.548,,0.0,
1,a,0.1974,8.9603,8.7629,0.10110000000000063,8.0,0.01263750000000008
2,space,0.1104,9.1895,9.079,0.11870000000000047,4.47213595499958,0.026542126892922607
3,c,0.1794,9.674,9.4946,0.3050999999999995,2.23606797749979,0.13644486798703692
4,a,0.1612,10.3828,10.2216,0.547600000000001,2.23606797749979,0.2448941648957774
5,u,0.1056,10.7307,10.6251,0.24230000000000018,6.082762530298219,0.039833874624088106
6,s,0.1136,11.2274,11.1137,0.3829999999999991,5.0990195135927845,0.07511247975792432
7,a,0.1414,11.5225,11.3811,0.15370000000000061,1.0,0.15370000000000061
8,space,0.1043,13.2412,13.1369,1.6143999999999998,4.47213595499958,0.360990814287566
9,,0.2621,22.7264,22.4643,9.223100000000002,,
10,a,0.1826,27.7022,27.5197,4.793299999999999,,
11,r,0.1619,28.0653,27.9035,0.2012999999999998,3.1622776601683795,0.06365664929918942
12,space,0.1735,28.6963,28.5228,0.4574999999999996,3.1622776601683795,0.14467420295270322
13,l,0.1086,31.0334,30.9248,2.2285000000000004,4.47213595499958,0.4983077487858282
14,a,0.1626,31.2529,31.0903,0.05689999999999884,8.0,0.007112499999999855
15,space,0.1068,31.4644,31.3577,0.10480000000000089,4.47213595499958,0.023433992404197995
16,c,0.1247,31.7888,31.6641,0.1997,2.23606797749979,0.08930855502134159
17,a,0.2095,32.1265,31.9171,0.12830000000000297,2.23606797749979,0.057377504302645925
18,u,0.0952,32.4566,32.3614,0.23490000000000322,6.082762530298219,0.03861732211802896
19,s,0.1538,33.1762,33.0224,0.5657999999999959,5.0990195135927845,0.11096250926118371
20,a,0.2559,33.4644,33.2085,0.03229999999999933,1.0,0.03229999999999933
21,a,0.0237,33.5336,33.51,0.04560000000000031,0.0,inf
22,space,0.1539,34.6239,34.47,0.936399999999999,4.47213595499958,0.20938540541308007
23,,0.3585,64.4775,64.119,29.4951,,
24,l,0.1647,68.3034,68.1387,3.661199999999994,,
25,a,0.1735,68.5069,68.3334,0.030000000000001137,8.0,0.003750000000000142
26,s,0.1693,68.7132,68.544,0.03709999999999525,1.0,0.03709999999999525
27,space,0.1483,68.9561,68.8079,0.09470000000000312,3.605551275463989,0.026265054291265463
28,t,0.1344,69.4135,69.2791,0.3229999999999933,3.0,0.10766666666666443
29,r,0.1578,69.6535,69.4957,0.08220000000000027,1.0,0.08220000000000027
30,e,0.1081,70.1391,70.031,0.37750000000001194,1.0,0.37750000000001194
31,s,0.1404,70.4943,70.3539,0.21479999999999677,1.4142135623730951,0.1518865365988681
32,space,0.1193,70.7323,70.613,0.11870000000000402,3.605551275463989,0.03292145664596847
33,p,0.1005,71.0809,70.9804,0.24810000000000798,5.830951894845301,0.04254879897385781
34,,0.0989,71.4614,71.3625,0.2815999999999974,,
35,r,0.1617,71.5234,71.3617,-0.09969999999999857,,
36,i,0.1035,71.7784,71.6749,0.15149999999999864,4.0,0.03787499999999966
37,n,0.0976,72.1046,72.007,0.22860000000000014,2.8284271247461903,0.08082230508962243
38,c,0.114,72.6426,72.5286,0.4239999999999924,3.0,0.14133333333333079
39,e,0.1004,72.8897,72.7893,0.1466999999999956,2.0,0.0733499999999978
40,s,0.1313,73.336,73.2047,0.3149999999999977,1.4142135623730951,0.22273863607376085
41,a,0.1705,73.5934,73.4229,0.08689999999999998,1.0,0.08689999999999998
42,s,0.1684,73.8261,73.6577,0.06430000000000291,1.0,0.06430000000000291
43,space,0.1396,74.1032,73.9636,0.13750000000000284,3.605551275463989,0.03813563849048529
44,s,0.2477,76.9676,76.7198,2.6166000000000054,3.605551275463989,0.7257142667214688
45,e,0.2323,77.6141,77.3818,0.4141999999999939,1.4142135623730951,0.29288362876746366
46,space,0.1409,77.7711,77.6302,0.016100000000008663,3.605551275463989,0.004465336579615497
47,h,0.0979,78.2323,78.1344,0.3632999999999953,2.23606797749979,0.1624726992451326
48,i,0.1123,78.4678,78.3556,0.12330000000000041,2.23606797749979,0.055141436325144996
49,c,0.1428,78.8865,78.7437,0.27590000000000714,5.385164807134504,0.05123334380304994
50,i,0.1054,79.0828,78.9774,0.09090000000000487,5.385164807134504,0.016879706240294917
51,e,0.1415,79.5829,79.4413,0.35849999999999227,5.0,0.07169999999999846
52,r,0.1538,79.8901,79.7363,0.15340000000000487,1.0,0.15340000000000487
53,o,0.0755,80.3667,80.2912,0.40109999999999957,5.0,0.08021999999999992
54,n,0.1175,80.7163,80.5988,0.23210000000000264,3.605551275463989,0.06437295777193858
55,space,0.1535,82.3536,82.2001,1.4838000000000022,1.4142135623730951,1.0492050419246006
56,m,0.1189,82.9838,82.8649,0.5113000000000056,1.4142135623730951,0.3615436972206857
57,u,0.0884,83.3084,83.22,0.23619999999999663,2.23606797749979,0.10563185125708856
58,y,0.0856,83.5405,83.4549,0.14649999999998897,1.0,0.14649999999998897
59,space,0.1224,83.8872,83.7648,0.2242999999999995,3.1622776601683795,0.07092988791757658
60,d,0.0957,84.2462,84.1505,0.26329999999998677,2.8284271247461903,0.0930906077432043
61,e,0.1136,84.4858,84.3722,0.12600000000000477,1.0,0.12600000000000477
62,l,0.0772,84.7558,84.6787,0.19290000000000873,6.082762530298219,0.03171256465120486
63,i,0.0879,85.0123,84.9245,0.16870000000000118,1.4142135623730951,0.11928891398617139
64,c,0.1059,85.3607,85.2548,0.24250000000000682,5.385164807134504,0.04503111950793635
65,a,0.1247,85.6764,85.5517,0.1910000000000025,2.23606797749979,0.08541779674049309
66,d,0.1064,85.9555,85.8491,0.17270000000000607,2.0,0.08635000000000304
67,a,0.1196,86.2305,86.1109,0.1554000000000002,2.0,0.0777000000000001
68,s,0.1277,86.5041,86.3765,0.14599999999998658,1.0,0.14599999999998658
69,,0.1105,91.5302,91.4196,4.915500000000009,,
70,,0.0885,92.4003,92.3118,0.7816000000000116,,
71,,0.2384,96.3842,96.1457,3.7454000000000036,,
