,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,y,0.0912,1.4984,1.4072,,0.0,
1,space,0.08,2.0281,1.9481,0.4497,3.1622776601683795,0.142207626377772
2,,0.0702,3.6868,3.6166,1.5885000000000002,,
3,,0.0789,4.456,4.3771,0.6903000000000006,,
4,,0.0694,4.6145,4.5451,0.08909999999999929,,
5,,0.0525,4.7654,4.7129,0.09840000000000071,,
6,o,0.0513,5.8875,5.8363,1.0709,,
7,,0.0685,6.3371,6.2686,0.3811,,
8,space,0.0724,6.9216,6.8492,0.5120999999999993,,
9,,0.4094,8.7519,8.3425,1.4208999999999996,,
10,d,1437583266.1855,8.7896,-1437583257.3959,-1437583266.1478,,
11,e,0.0796,9.0494,8.9699,0.1803000000000008,1.0,0.1803000000000008
12,c,0.104,9.5073,9.4034,0.3539999999999992,2.0,0.1769999999999996
13,,0.0525,10.8038,10.7513,1.2439999999999998,,
14,i,0.0604,11.132,11.0716,0.26779999999999937,,
15,a,0.0878,11.7941,11.7063,0.5743000000000009,7.0710678118654755,0.08121828488708698
16,n,0.0775,11.9962,11.9188,0.12469999999999892,5.0990195135927845,0.02445568205173134
17,,0.1757,14.5709,14.3952,2.399000000000001,,
18,,1437583271.989,14.5931,-1437583257.3959,-1437583271.9668,,
19,,0.0565,15.8809,15.8245,1.2314000000000007,,
20,,0.0757,16.7123,16.6366,0.7557000000000009,,
21,space,0.0461,18.6585,18.6124,1.900100000000002,,
22,,1.1793,20.5628,19.3835,0.7250000000000014,,
23,,0.0726,21.0737,21.0011,0.4383000000000017,,
24,p,0.1123,23.2876,23.1752,2.1015000000000015,,
25,,0.3537,23.3611,23.0074,-0.28020000000000067,,
26,a,0.0896,24.2047,24.1151,0.7540000000000013,,
27,r,0.0719,24.5285,24.4566,0.2519000000000027,3.1622776601683795,0.07965777425964232
28,e,0.0763,24.707,24.6308,0.10229999999999961,1.0,0.10229999999999961
29,c,0.0768,24.9628,24.886,0.1789999999999985,2.0,0.08949999999999925
30,e,0.0876,25.2521,25.1645,0.20169999999999888,2.0,0.10084999999999944
31,space,0.083,25.8978,25.8147,0.5625999999999998,3.605551275463989,0.15603716519815689
32,m,0.0775,26.4046,26.3271,0.42930000000000135,1.4142135623730951,0.3035609411633858
33,e,0.1096,26.6252,26.5156,0.11100000000000065,3.605551275463989,0.030785860890500397
34,n,0.074,26.7367,26.6626,0.037400000000001654,3.605551275463989,0.010372893669412244
35,t,0.1122,26.9916,26.8795,0.14280000000000115,2.23606797749979,0.0638621014373945
36,i,0.0684,27.2234,27.1551,0.16350000000000264,3.0,0.05450000000000088
37,r,0.0669,27.5647,27.4978,0.2744,4.0,0.0686
38,a,0.0915,28.0627,27.9712,0.4065000000000012,3.1622776601683795,0.128546586885845
39,,0.0747,29.4198,29.3451,1.282399999999999,,
40,,0.8325,29.4906,28.6581,-0.7616999999999976,,
41,,0.0792,31.9952,31.916,2.4254,,
42,,0.288,32.9415,32.6535,0.6583000000000006,,
43,q,1437583290.3469,32.951,-1437583257.3959,-1437583290.3374,,
44,u,0.0516,33.5424,33.4908,0.5397999999999996,6.0,0.0899666666666666
45,,0.076,34.0136,33.9376,0.39520000000000266,,
46,e,0.08,34.3514,34.2714,0.25780000000000314,,
47,space,0.0652,34.4879,34.4228,0.07140000000000413,3.605551275463989,0.019802797005241825
48,v,0.0824,34.834,34.7516,0.26370000000000005,1.4142135623730951,0.1864640581988926
49,i,0.0651,34.9778,34.9127,0.07869999999999777,4.47213595499958,0.017597854982922847
50,e,0.1056,35.258,35.1524,0.1745999999999981,5.0,0.03491999999999962
51,j,0.0798,35.4014,35.3217,0.0636999999999972,4.123105625617661,0.015449519314813732
52,o,0.08,35.8699,35.7899,0.3885000000000005,2.23606797749979,0.17374248185173388
53,space,0.0521,36.2084,36.1563,0.28640000000000043,5.0,0.05728000000000009
54,y,0.0434,36.6765,36.6331,0.4247000000000014,3.1622776601683795,0.1343019322273515
55,,0.0396,37.4572,37.4177,0.7412000000000063,,
56,t,0.0627,37.8335,37.7708,0.313600000000001,,
57,a,0.0929,38.0345,37.9416,0.10810000000000031,4.123105625617661,0.02621810106642767
58,n,0.0616,38.178,38.1164,0.08189999999999742,5.0990195135927845,0.016061911467816766
59,space,0.0675,38.3602,38.2928,0.11480000000000246,1.4142135623730951,0.08117585848021738
60,e,0.0707,38.5732,38.5025,0.14229999999999876,3.605551275463989,0.03946691896142471
61,g,0.0834,38.932,38.8486,0.27539999999999765,2.23606797749979,0.12316262420068735
62,o,0.0626,39.2054,39.1428,0.210799999999999,4.123105625617661,0.05112650975765874
63,i,0.0652,39.4268,39.3616,0.15620000000000545,1.0,0.15620000000000545
64,s,0.0834,39.6265,39.5431,0.11630000000000251,6.082762530298219,0.019119602223613467
65,t,0.0622,39.9174,39.8551,0.22860000000000014,3.1622776601683795,0.07228966731144919
66,a,0.0862,40.4407,40.3545,0.43710000000000093,4.123105625617661,0.10601232170338137
67,,0.0804,42.2257,42.1453,1.7045999999999992,,
68,,0.3709,42.3426,41.9718,-0.25390000000000157,,
69,space,0.0558,43.2732,43.2174,0.8748000000000005,,
70,,0.5284,45.0913,44.5629,1.2896999999999963,,
71,v,1437583302.523,45.1271,-1437583257.3959,-1437583302.4872,,
72,a,0.0867,45.5247,45.4381,0.31099999999999994,3.1622776601683795,0.09834683523123658
73,space,0.0623,45.6454,45.5831,0.0583999999999989,4.47213595499958,0.013058636988598524
74,m,0.0607,45.8905,45.8298,0.18439999999999657,1.4142135623730951,0.13039049045079693
