,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,l,0.064,9.0842,9.0202,,0.0,
1,r,0.0989,9.2967,9.1978,0.1136000000000017,5.0990195135927845,0.022278792951698042
2,space,0.0827,9.3981,9.3154,0.018700000000000827,3.1622776601683795,0.005913459224515131
3,e,0.1165,10.1492,10.0327,0.6346000000000007,3.605551275463989,0.1760063722622654
4,m,0.0666,10.3365,10.27,0.12079999999999913,3.605551275463989,0.0335038918520036
5,p,0.0837,10.6434,10.5598,0.22330000000000005,4.47213595499958,0.049931397937570315
6,e,0.0894,11.0595,10.97,0.3266000000000009,7.0,0.04665714285714299
7,z,0.107,11.5176,11.4105,0.35100000000000087,2.8284271247461903,0.12409724009823939
8,o,0.0736,11.8342,11.7606,0.24300000000000033,8.246211251235321,0.029468078441914496
9,space,0.0909,12.0741,11.9832,0.1490000000000009,5.0,0.02980000000000018
10,a,0.1292,12.289,12.1598,0.085700000000001,4.47213595499958,0.01916310256717342
11,space,0.0809,12.4074,12.3264,0.03739999999999988,4.47213595499958,0.008362894235849187
12,d,0.139,12.5996,12.4606,0.05319999999999858,2.8284271247461903,0.018809040379561662
13,o,0.0603,12.7903,12.73,0.13039999999999985,6.082762530298219,0.021437627944618568
14,l,0.0837,12.9976,12.9139,0.12359999999999971,1.0,0.12359999999999971
15,e,0.1112,13.1342,13.023,0.025399999999999423,6.082762530298219,0.00417573427755598
16,r,0.1315,13.4088,13.2772,0.14300000000000068,1.0,0.14300000000000068
17,u,0.0559,19.35,19.2942,5.885400000000001,3.0,1.9618000000000002
18,n,0.0493,19.5747,19.5254,0.17539999999999978,2.23606797749979,0.07844126465069252
19,,0.0624,23.826,23.7636,4.1889,,
20,a,0.1064,31.2287,31.1223,7.296299999999999,,
21,space,0.0439,31.3462,31.3023,0.073599999999999,4.47213595499958,0.016457460314398226
22,m,0.0738,31.6475,31.5736,0.22739999999999938,1.4142135623730951,0.16079608204182047
23,u,0.0605,31.9178,31.8573,0.20979999999999777,2.23606797749979,0.09382541233589017
24,e,0.1015,32.1967,32.0952,0.17739999999999867,4.0,0.04434999999999967
25,l,0.0492,32.4023,32.3531,0.15639999999999787,6.082762530298219,0.02571200161455753
26,a,0.1099,32.5539,32.444,0.041700000000005844,8.0,0.0052125000000007304
27,space,0.0804,32.7155,32.6351,0.0812000000000026,4.47213595499958,0.018156871977298875
28,y,0.07,33.3003,33.2303,0.514800000000001,3.1622776601683795,0.16279405394546848
29,space,0.0885,33.5361,33.4477,0.14739999999999753,3.1622776601683795,0.046611972710881126
30,c,0.1087,33.7562,33.6475,0.11140000000000327,2.23606797749979,0.049819594538696776
31,o,0.0676,33.9002,33.8325,0.07630000000000337,6.324555320336759,0.012064089273542898
