,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,e,0.1032,2.6989,2.5956,,0.0,
1,n,0.0502,2.8524,2.8022,0.10329999999999995,3.605551275463989,0.02865026513503307
2,space,0.0631,3.0648,3.0017,0.1493000000000002,1.4142135623730951,0.10557104243115169
3,t,0.0678,3.3763,3.3085,0.24370000000000003,3.0,0.08123333333333334
4,o,0.0921,3.9111,3.819,0.44269999999999987,4.0,0.11067499999999997
5,d,0.1027,4.2794,4.1767,0.2656000000000005,6.082762530298219,0.04366437102830298
6,o,0.05,4.512,4.4621,0.18270000000000053,6.082762530298219,0.030035694980688865
7,space,0.0789,4.8211,4.7422,0.23020000000000085,5.0,0.04604000000000017
8,m,0.0585,5.0486,4.9901,0.1689999999999996,1.4142135623730951,0.11950104602052623
9,o,0.0588,5.286,5.2272,0.17859999999999943,3.605551275463989,0.049534727522912804
10,n,0.0694,5.6021,5.5327,0.24670000000000059,3.605551275463989,0.06842226920438217
11,a,0.2481,6.0832,5.8351,0.23299999999999965,5.0990195135927845,0.045695059487196814
12,s,0.0985,6.1623,6.0638,-0.019400000000000084,1.0,-0.019400000000000084
13,t,0.06,6.548,6.488,0.3257000000000003,3.1622776601683795,0.10299538339168421
14,e,0.1961,6.8933,6.6972,0.14919999999999956,2.0,0.07459999999999978
15,r,0.1312,6.9595,6.8283,-0.06500000000000039,1.0,-0.06500000000000039
16,i,0.0686,7.2676,7.199,0.2394999999999996,4.0,0.0598749999999999
17,o,0.0849,7.7381,7.6532,0.38560000000000016,1.0,0.38560000000000016
18,space,0.1917,8.9138,8.7221,0.9839999999999991,5.0,0.1967999999999998
19,,0.0764,11.956,11.8796,2.9657999999999998,,
20,space,0.1384,15.1086,14.9703,3.0143000000000004,,
21,e,0.1878,15.3529,15.1651,0.05650000000000155,3.605551275463989,0.01567028054336315
22,l,0.0562,15.553,15.4968,0.14390000000000036,6.082762530298219,0.023657014273240975
23,space,0.0641,15.8666,15.8024,0.24939999999999962,4.47213595499958,0.05576753535884467
24,f,0.0769,17.2396,17.1627,1.296100000000001,2.23606797749979,0.5796335411274959
25,r,0.0558,17.666,17.6102,0.3705999999999996,1.0,0.3705999999999996
26,a,0.1039,17.8804,17.7766,0.11059999999999803,3.1622776601683795,0.03497479092146165
27,i,0.0639,18.5472,18.4833,0.6028999999999982,7.0710678118654755,0.08526293567547365
28,l,0.072,18.866,18.794,0.24680000000000035,1.4142135623730951,0.17451395359684016
29,e,0.0986,19.1402,19.0416,0.1755999999999993,6.082762530298219,0.02886846217082063
30,space,0.0699,19.3701,19.3002,0.16000000000000014,3.605551275463989,0.04437601569801837
31,q,0.1404,19.6323,19.4919,0.12180000000000035,5.0,0.02436000000000007
32,u,0.0603,19.8728,19.8124,0.18009999999999948,6.0,0.03001666666666658
33,e,0.1271,20.0885,19.9614,0.08859999999999957,4.0,0.022149999999999892
34,space,0.0736,20.2331,20.1595,0.0710000000000015,3.605551275463989,0.01969185696599605
35,m,0.0539,20.5443,20.4904,0.25730000000000075,1.4142135623730951,0.1819385747992992
36,a,0.1718,20.8565,20.6847,0.14039999999999964,5.0990195135927845,0.02753470537340097
37,s,0.1248,20.923,20.7982,-0.05829999999999913,1.0,-0.05829999999999913
38,space,0.0593,21.1198,21.0605,0.13750000000000284,3.605551275463989,0.03813563849048529
39,m,0.0682,21.4927,21.4245,0.30469999999999686,1.4142135623730951,0.2154554362275388
40,a,0.1477,21.7335,21.5858,0.09309999999999974,5.0990195135927845,0.018258412181364883
41,n,0.0564,21.8218,21.7655,0.03200000000000003,5.0990195135927845,0.006275716324421895
42,d,0.0818,22.3441,22.2624,0.4405999999999999,3.1622776601683795,0.13932995370701876
