,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,s,0.1414,1.3873,1.2459,,0.0,
1,e,0.1664,1.6233,1.4569,0.0696000000000001,1.4142135623730951,0.04921463197058378
2,space,0.1261,1.6937,1.5676,-0.05569999999999986,3.605551275463989,-0.015448400464872593
3,e,0.1529,1.9365,1.7836,0.08990000000000009,3.605551275463989,0.024933773820324075
4,n,0.1487,2.0603,1.9116,-0.024900000000000144,3.605551275463989,-0.006906017443004143
5,f,0.2164,2.4225,2.2061,0.14580000000000037,2.23606797749979,0.06520374222389404
6,a,0.1705,2.6302,2.4598,0.03730000000000011,3.0,0.01243333333333337
7,d,0.1497,2.874,2.7243,0.09410000000000007,2.0,0.047050000000000036
8,a,0.1839,3.1213,2.9374,0.06339999999999968,2.0,0.03169999999999984
9,r,0.1708,3.3677,3.1969,0.07559999999999967,3.1622776601683795,0.02390681911087284
10,o,0.1235,3.508,3.3845,0.016799999999999926,5.0,0.0033599999999999854
11,n,0.1486,3.7752,3.6266,0.11859999999999982,3.605551275463989,0.03289372163615604
12,space,0.1458,3.9162,3.7704,-0.0047999999999999154,1.4142135623730951,-0.003394112549695368
13,c,0.1359,4.1948,4.0589,0.1427000000000005,2.23606797749979,0.06381738007784421
14,u,0.1188,4.3085,4.1897,-0.00509999999999966,4.47213595499958,-0.0011403946685248168
15,a,0.1938,4.5265,4.3327,0.024199999999999555,6.082762530298219,0.003978455492789574
16,n,0.1432,4.6129,4.4697,-0.05680000000000085,5.0990195135927845,-0.011139396475849021
17,d,0.1542,4.7714,4.6172,0.004300000000000637,3.1622776601683795,0.0013597793938726044
18,o,0.1063,4.8797,4.7734,0.0019999999999997797,6.082762530298219,0.0003287979746106784
19,space,0.149,5.0237,4.8747,-0.004999999999999893,5.0,-0.0009999999999999788
20,v,0.1584,5.4837,5.3252,0.3014999999999999,1.4142135623730951,0.21319269452774398
21,i,0.1113,5.6145,5.5031,0.019400000000000084,4.47213595499958,0.00433797187634961
22,e,0.1568,5.841,5.6842,0.0697000000000001,5.0,0.013940000000000018
23,r,0.1586,6.0393,5.8807,0.039699999999999847,1.0,0.039699999999999847
24,o,0.1002,6.3255,6.2253,0.18599999999999994,5.0,0.03719999999999999
25,n,0.1318,6.5766,6.4447,0.1192000000000002,3.605551275463989,0.03306013169502371
26,space,0.16,6.7969,6.6369,0.0602999999999998,1.4142135623730951,0.04263853890554867
27,a,0.1777,7.0933,6.9157,0.11880000000000024,4.47213595499958,0.026564487572697554
