,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,p,0.0689,4.6824,4.6135,,0.0,
1,r,0.1526,5.2996,5.147,0.4645999999999999,6.0,0.07743333333333331
2,i,0.0695,6.3369,6.2673,0.9676999999999998,4.0,0.24192499999999995
3,m,0.0916,7.0546,6.9629,0.6260000000000003,2.8284271247461903,0.22132442251138948
4,e,0.1083,8.0662,7.9579,0.9033000000000007,3.605551275463989,0.25053034362512494
5,r,0.1296,8.3665,8.2368,0.1706000000000003,1.0,0.1706000000000003
6,space,0.0914,9.1912,9.0998,0.7332999999999998,3.1622776601683795,0.2318898208201472
7,d,0.1458,10.8752,10.7294,1.5381999999999998,2.8284271247461903,0.5438358254105736
8,i,0.0999,11.2017,11.1018,0.22660000000000124,5.0990195135927845,0.04443991622231275
9,a,0.1352,11.575,11.4398,0.2380999999999993,7.0710678118654755,0.03367242492010329
10,space,0.0763,12.7971,12.7207,1.1457000000000015,4.47213595499958,0.2561863081821512
11,d,0.0991,13.4738,13.3747,0.5776000000000003,2.8284271247461903,0.20421243840667502
12,e,0.1526,13.7414,13.5887,0.11489999999999867,1.0,0.11489999999999867
13,space,0.1083,13.9832,13.875,0.1335999999999995,3.605551275463989,0.03705397310784517
14,v,0.1328,16.9203,16.7875,2.8043000000000013,1.4142135623730951,1.982939546481436
15,i,0.1012,17.4123,17.311,0.39069999999999894,4.47213595499958,0.08736317588091654
16,a,0.1538,17.8927,17.739,0.32670000000000243,7.0710678118654755,0.04620235708272936
17,j,0.0908,19.3337,19.2429,1.3501999999999974,6.0,0.2250333333333329
18,e,0.1886,20.0212,19.8326,0.498899999999999,4.123105625617661,0.12100102333062628
19,space,0.0794,21.2826,21.2032,1.1819999999999986,3.605551275463989,0.32782781596911004
20,l,0.0699,22.8224,22.7526,1.4700000000000024,4.47213595499958,0.32870199269246964
21,l,0.0622,23.1083,23.0461,0.2237000000000009,0.0,inf
22,e,0.1421,24.126,23.9839,0.8755999999999986,6.082762530298219,0.14394775328457063
23,g,0.1055,24.8909,24.7854,0.659399999999998,2.23606797749979,0.29489264487267136
24,a,0.1786,25.2587,25.08,0.18909999999999982,4.0,0.047274999999999956
25,r,0.1455,25.9701,25.8246,0.5658999999999992,3.1622776601683795,0.17895329278892833
26,o,0.0731,26.2513,26.1782,0.20810000000000173,5.0,0.041620000000000344
27,n,0.0761,26.6439,26.5677,0.316399999999998,3.605551275463989,0.0877535710428307
28,space,0.1024,26.9385,26.836,0.19209999999999994,1.4142135623730951,0.13583521266593573
29,a,0.1327,27.914,27.7813,0.8428000000000004,4.47213595499958,0.18845580914368237
30,space,0.0748,28.2939,28.2191,0.3050999999999995,4.47213595499958,0.06822243399351846
31,u,0.0781,31.7271,31.649,3.3551,3.605551275463989,0.9305373141776332
32,n,0.0895,32.1764,32.0868,0.3596999999999966,2.23606797749979,0.16086273030133333
33,space,0.109,32.4499,32.3409,0.16449999999999676,1.4142135623730951,0.11631906550518477
34,p,0.0819,33.7267,33.6448,1.194899999999997,5.830951894845301,0.20492365938678328
35,u,0.1121,34.908,34.7958,1.0690999999999988,3.0,0.3563666666666663
36,e,0.1433,35.7087,35.5654,0.6573999999999955,4.0,0.16434999999999889
37,b,0.1638,40.1925,40.0287,4.32,2.8284271247461903,1.5273506473629426
38,l,0.0754,40.6553,40.5799,0.3873999999999995,4.123105625617661,0.09395830113907527
39,o,0.0963,40.9419,40.8456,0.19030000000000058,1.0,0.19030000000000058
40,,0.0782,42.9793,42.9011,1.9592000000000027,,
41,space,0.0959,43.556,43.4602,0.48089999999999833,,
42,e,0.083,46.1865,46.1035,2.5474999999999994,3.605551275463989,0.7065493749418855
43,,0.8899,46.4275,45.5375,-0.6490000000000009,,
44,n,0.0777,47.595,47.5172,1.0897000000000006,,
45,space,0.0904,48.9703,48.8799,1.2849000000000004,1.4142135623730951,0.9085615031465951
46,e,0.0961,49.7666,49.6705,0.7001999999999953,3.605551275463989,0.1942005386984514
47,s,0.123,50.0879,49.9649,0.19830000000000325,1.4142135623730951,0.14021927470929466
48,e,0.1512,50.4161,50.2649,0.1769999999999996,1.4142135623730951,0.12515790027001863
49,space,0.0749,51.5766,51.5017,1.0855999999999995,3.605551275463989,0.3010912665110542
50,m,0.0683,52.5025,52.4342,0.8575999999999979,1.4142135623730951,0.6064147755455817
51,o,0.0741,52.8147,52.7406,0.23810000000000286,3.605551275463989,0.06603705836061433
52,m,0.0793,54.6175,54.5382,1.7235000000000014,3.605551275463989,0.4780128940970916
53,e,0.119,55.3646,55.2456,0.6281000000000034,3.605551275463989,0.17420359662453416
54,n,0.0852,55.6534,55.5682,0.20359999999999445,3.605551275463989,0.056468479975726786
55,t,0.1524,56.2022,56.0498,0.39639999999999986,2.23606797749979,0.17727546925618326
56,o,0.251,56.6107,56.3598,0.15760000000000218,4.0,0.039400000000000546
57,space,0.0587,57.5844,57.5257,0.9149999999999991,5.0,0.18299999999999983
58,e,0.1247,58.1076,57.9829,0.3984999999999985,3.605551275463989,0.1105240140978765
59,l,0.0819,58.3758,58.2939,0.1863000000000028,6.082762530298219,0.030627531334988526
60,space,0.0993,58.9698,58.8705,0.4947000000000017,4.47213595499958,0.11061828284691497
61,a,0.1142,61.3254,61.2113,2.241500000000002,4.47213595499958,0.5012146371565783
62,b,0.0814,61.9878,61.9064,0.580999999999996,4.123105625617661,0.14091319814610848
63,u,0.0914,62.4817,62.3903,0.4025000000000034,2.8284271247461903,0.14230523971379389
64,e,0.1303,62.9439,62.8136,0.3319000000000045,4.0,0.08297500000000113
65,l,0.082,63.4722,63.3902,0.4463000000000008,6.082762530298219,0.0733712680343811
66,o,0.1091,63.7729,63.6637,0.19149999999999778,1.0,0.19149999999999778
67,space,0.0801,64.9078,64.8277,1.054799999999993,5.0,0.21095999999999862
68,i,0.087,66.2261,66.1391,1.2313000000000045,4.242640687119285,0.29022019322499976
69,b,0.1082,67.1803,67.0721,0.8460000000000036,3.605551275463989,0.23463818300327294
70,a,0.121,67.8374,67.7164,0.5360999999999905,4.123105625617661,0.13002334858197578
71,space,0.0747,68.9678,68.8931,1.0557000000000016,4.47213595499958,0.23606169638465316
72,s,0.0859,69.795,69.7092,0.7413999999999987,3.605551275463989,0.2056273627406921
73,e,0.1496,70.079,69.9294,0.1343999999999994,1.4142135623730951,0.09503515139147156
74,n,0.0833,70.4845,70.4012,0.32220000000000937,3.605551275463989,0.08936220161188702
75,t,0.1145,70.8959,70.7814,0.29690000000000794,2.23606797749979,0.13277771650394105
76,a,0.1149,71.4676,71.3527,0.4568000000000012,4.123105625617661,0.11079027351659719
77,d,0.1313,72.4667,72.3354,0.8678000000000026,2.0,0.4339000000000013
78,o,0.0881,72.74,72.6519,0.1851999999999947,6.082762530298219,0.0304466924489513
79,space,0.0686,74.0097,73.9411,1.201100000000011,5.0,0.24022000000000218
80,s,0.1007,75.447,75.3463,1.3366000000000042,3.605551275463989,0.3707061411373218
81,e,0.1671,75.7587,75.5917,0.14470000000000027,1.4142135623730951,0.10231835123769362
82,b,0.0837,76.6692,76.5855,0.8267999999999915,2.8284271247461903,0.29231794334251576
83,r,0.0957,77.2101,77.1145,0.44530000000000314,2.23606797749979,0.19914421407613267
84,e,0.1438,77.5355,77.3918,0.1817000000000064,1.0,0.1817000000000064
85,space,0.0924,77.9298,77.8374,0.3019000000000034,3.605551275463989,0.08373199462019928
86,e,0.1083,80.4347,80.3263,2.396500000000003,3.605551275463989,0.6646695101268817
87,l,0.088,80.6982,80.6103,0.17559999999998865,6.082762530298219,0.028868462170818877
88,space,0.0472,81.6893,81.6422,0.9440000000000026,4.47213595499958,0.21108481707598073
89,b,0.1151,82.4926,82.3774,0.6880999999999915,1.0,0.6880999999999915
90,u,0.0521,82.9964,82.9442,0.4515999999999991,2.8284271247461903,0.1596647111919221
91,r,0.0926,83.6032,83.5106,0.5142000000000024,3.0,0.1714000000000008
92,r,0.1223,83.8801,83.7578,0.15460000000000207,0.0,inf
93,o,0.0596,84.1977,84.1381,0.25799999999999557,5.0,0.05159999999999911
94,space,0.0956,86.8365,86.7409,2.543199999999999,5.0,0.5086399999999998
95,y,0.1123,87.7829,87.6706,0.8340999999999923,3.1622776601683795,0.2637655796346421
96,space,0.085,88.1648,88.0798,0.29690000000000794,3.1622776601683795,0.09388802373040168
97,e,0.1076,88.7886,88.681,0.5161999999999978,3.605551275463989,0.14316812064573103
98,l,0.08,89.2126,89.1326,0.3439999999999941,6.082762530298219,0.05655325163304194
99,space,0.0756,89.5572,89.4816,0.26900000000000546,4.47213595499958,0.06015022859474556
100,n,0.0702,90.5269,90.4568,0.8996000000000066,1.4142135623730951,0.6361132603554228
101,i,0.0657,91.1795,91.1138,0.5869,2.8284271247461903,0.20750048493919235
102,e,0.1003,91.8181,91.7178,0.5382999999999925,5.0,0.10765999999999849
103,t,0.129,92.3409,92.2119,0.3937999999999988,2.0,0.1968999999999994
104,o,0.1657,92.6974,92.5317,0.19079999999999586,4.0,0.047699999999998965
105,space,0.0636,98.0327,97.9691,5.271699999999996,5.0,1.0543399999999992
106,i,0.0859,99.7466,99.6607,1.6280000000000001,4.242640687119285,0.3837232799238999
107,b,0.0946,100.6145,100.5199,0.7733000000000061,3.605551275463989,0.21447483087048655
108,a,0.1359,101.2489,101.113,0.49849999999999284,4.123105625617661,0.12090400908061025
109,space,0.0913,102.23,102.1388,0.8898999999999972,4.47213595499958,0.19898768931770566
110,c,0.109,104.342,104.233,2.003,2.23606797749979,0.8957688317864158
111,a,0.1391,105.2976,105.1585,0.8165000000000049,2.23606797749979,0.36514990072571785
112,m,0.0916,105.7963,105.7047,0.4070999999999998,5.0990195135927845,0.07983887861475468
113,i,0.0865,106.1729,106.0864,0.29009999999999536,2.8284271247461903,0.10256583861110707
114,n,0.1023,107.2296,107.1272,0.9543000000000035,2.8284271247461903,0.33739600064316233
115,a,0.103,107.879,107.776,0.5463999999999913,5.0990195135927845,0.10715785623950207
116,n,0.0894,108.21,108.1205,0.24150000000000205,5.0990195135927845,0.047362046635871846
117,d,0.1473,111.8726,111.7253,3.5153000000000105,3.1622776601683795,1.1116354658789938
118,o,0.0981,112.1714,112.0733,0.20069999999999766,6.082762530298219,0.03299487675218483
119,n,0.0595,113.5464,113.4868,1.3153999999999968,3.605551275463989,0.3648263190573323
120,space,0.0683,113.5507,113.4824,-0.06400000000000716,1.4142135623730951,-0.045254833995944106
121,a,0.1246,115.2614,115.1368,1.5860999999999876,4.47213595499958,0.35466274191123887
122,l,0.0925,115.5391,115.4467,0.18530000000001223,8.0,0.02316250000000153
123,space,0.1037,115.97,115.8663,0.3271999999999906,4.47213595499958,0.07316414422379101
124,l,0.066,117.1349,117.0689,1.0989000000000004,4.47213595499958,0.24572151004745196
125,a,0.141,117.5184,117.3774,0.2424999999999926,8.0,0.030312499999999076
126,d,0.1268,118.0952,117.9684,0.45000000000000284,2.0,0.22500000000000142
127,o,0.1761,118.5144,118.3382,0.242999999999995,6.082762530298219,0.039948953915201
128,,0.1019,119.9159,119.814,1.299599999999998,,
129,a,0.0481,123.4611,123.413,3.497100000000003,,
130,,0.6472,123.4855,122.8383,-0.622799999999998,,
131,l,0.0598,124.4884,124.4286,0.9431000000000012,,
132,space,0.0537,125.6176,125.5639,1.0755000000000052,4.47213595499958,0.24048911098010353
133,p,0.0648,127.1255,127.0607,1.4431000000000012,5.830951894845301,0.2474896082191547
134,a,0.11,127.4946,127.3846,0.25910000000000366,9.055385138137417,0.028612808405993142
135,s,0.1259,128.1001,127.9742,0.4795999999999907,1.0,0.4795999999999907
136,a,0.1106,129.08,128.9695,0.869400000000013,1.0,0.869400000000013
137,r,0.1618,129.4907,129.3289,0.2488999999999919,3.1622776601683795,0.0787090909615884
138,space,0.1286,130.6937,130.5651,1.0743999999999971,3.1622776601683795,0.3397551118084898
139,p,0.0582,131.7206,131.6625,0.9687999999999874,5.830951894845301,0.1661478292860604
140,o,0.0825,131.9727,131.8902,0.16960000000000264,1.0,0.16960000000000264
141,r,0.1126,133.6583,133.5457,1.5730000000000075,5.0,0.3146000000000015
142,space,0.0963,133.9778,133.8815,0.2231999999999914,3.1622776601683795,0.07058203737495551
143,l,0.0751,134.4071,134.332,0.35419999999999163,4.47213595499958,0.07920152776304068
144,a,0.118,134.7633,134.6453,0.23819999999997776,8.0,0.02977499999999722
145,space,0.1141,135.0928,134.9787,0.2154000000000167,4.47213595499958,0.0481649042353492
146,c,0.1168,135.7269,135.6101,0.5172999999999774,2.23606797749979,0.23134359295211815
147,a,0.1007,136.5101,136.4095,0.6826000000000079,2.23606797749979,0.3052680002882748
148,l,0.0717,137.4396,137.3679,0.8577999999999975,8.0,0.10722499999999968
149,l,0.0705,137.7235,137.653,0.21339999999997872,0.0,inf
150,e,0.162,138.3894,138.2274,0.5038999999999874,6.082762530298219,0.08284064970316747
151,space,0.0659,141.7364,141.6705,3.2811000000000092,3.605551275463989,0.9100134069173023
152,p,0.078,143.7026,143.6247,1.8882999999999868,5.830951894845301,0.3238407783245972
153,r,0.1258,144.2862,144.1604,0.4578000000000202,6.0,0.07630000000000337
154,i,0.0805,144.8907,144.8103,0.5241000000000042,4.0,0.13102500000000106
155,c,0.1326,147.8752,147.7426,2.8519000000000005,5.385164807134504,0.5295845349471343
156,i,0.0804,148.2455,148.1651,0.2898999999999887,5.385164807134504,0.053833078537525246
157,p,0.0651,149.279,149.2139,0.9684000000000026,2.0,0.4842000000000013
158,a,0.1136,149.734,149.6204,0.34139999999999304,9.055385138137417,0.037701323001951836
159,l,0.0674,150.8009,150.7335,0.9994999999999834,8.0,0.12493749999999793
160,space,0.0978,151.1499,151.0521,0.251199999999983,4.47213595499958,0.05617002759479091
161,d,0.0826,151.5411,151.4585,0.3085999999999842,2.8284271247461903,0.1091065763370787
162,e,0.1389,151.8249,151.686,0.1449000000000069,1.0,0.1449000000000069
163,space,0.0959,152.0833,151.9874,0.16249999999999432,3.605551275463989,0.045069390943298294
164,p,0.0789,152.8241,152.7451,0.6617999999999995,5.830951894845301,0.11349776364731226
165,u,0.0931,153.9312,153.838,1.0139000000000067,3.0,0.3379666666666689
166,e,0.1458,154.5067,154.3609,0.42969999999999686,4.0,0.10742499999999922
167,b,0.1408,155.2063,155.0655,0.5587999999999909,2.8284271247461903,0.19756563466351815
168,l,0.075,155.5002,155.4252,0.21889999999999077,4.123105625617661,0.05309104832045105
169,o,0.0638,155.7567,155.6929,0.1927000000000021,1.0,0.1927000000000021
170,space,0.0701,156.8584,156.7883,1.0315999999999974,5.0,0.20631999999999948
171,a,0.1008,158.9838,158.883,2.024600000000021,4.47213595499958,0.45271432272461204
172,l,0.0735,159.5378,159.4643,0.48050000000000637,8.0,0.060062500000000796
173,g,0.1435,160.7993,160.6558,1.117999999999995,4.0,0.27949999999999875
174,u,0.1054,161.2239,161.1185,0.31920000000002346,2.23606797749979,0.14275057968359706
175,n,0.1231,162.7451,162.622,1.3981000000000279,2.23606797749979,0.6252493278685036
176,a,0.0977,163.3739,163.2762,0.5310999999999808,5.0990195135927845,0.10415727937188578
177,s,0.1486,163.6905,163.5419,0.16800000000000637,1.0,0.16800000000000637
178,space,0.0959,164.0797,163.9838,0.2933000000000163,3.605551275463989,0.08134678377643438
179,p,0.0861,164.8988,164.8127,0.7330000000000041,5.830951894845301,0.12570846290945967
180,r,0.0863,165.3333,165.247,0.3482000000000198,6.0,0.058033333333336636
181,e,0.1416,165.6871,165.5455,0.21219999999999573,1.0,0.21219999999999573
182,s,0.1522,166.6406,166.4884,0.8013000000000261,1.4142135623730951,0.5666046637647989
183,o,0.0774,167.0539,166.9765,0.335899999999981,7.0710678118654755,0.047503433560109574
184,n,0.0951,170.0113,169.9162,2.8623000000000047,3.605551275463989,0.793859185827738
185,a,0.1083,170.7092,170.6009,0.5895999999999901,5.0990195135927845,0.11563007327747138
186,s,0.1613,171.0333,170.872,0.16280000000000427,1.0,0.16280000000000427
187,space,0.0892,173.3959,173.3068,2.2735000000000127,3.605551275463989,0.6305554480590327
188,s,0.1103,174.2586,174.1483,0.7523999999999944,3.605551275463989,0.20867821381992965
189,e,0.1311,174.5447,174.4135,0.15489999999999782,1.4142135623730951,0.10953084040579467
190,space,0.1227,174.8678,174.7451,0.2004000000000019,3.605551275463989,0.05558095966176849
191,e,0.1311,175.6244,175.4933,0.6255000000000166,3.605551275463989,0.17348248636944502
192,n,0.0831,176.5772,176.4941,0.8696999999999946,3.605551275463989,0.2412113803285394
193,f,0.1238,177.5404,177.4166,0.8393999999999835,2.23606797749979,0.3753910920626573
194,a,0.1209,178.2783,178.1574,0.6169999999999902,3.0,0.20566666666666342
195,d,0.1054,179.2816,179.1762,0.8978999999999928,2.0,0.4489499999999964
196,a,0.0954,179.7467,179.6513,0.3696999999999946,2.0,0.1848499999999973
197,r,0.1408,180.19,180.0491,0.3024000000000058,3.1622776601683795,0.09562727644349361
198,o,0.0556,180.4834,180.4279,0.23789999999999623,5.0,0.04757999999999925
199,n,0.0795,180.9191,180.8396,0.3562000000000012,3.605551275463989,0.09879210494771364
200,space,0.0935,182.245,182.1516,1.232500000000016,1.4142135623730951,0.8715091078124311
201,c,0.1299,183.3732,183.2433,0.9983000000000004,2.23606797749979,0.44645333238760815
202,u,0.086,183.7591,183.6731,0.29990000000000805,4.47213595499958,0.06705967864522049
203,a,0.1359,184.2091,184.0731,0.3140000000000214,6.082762530298219,0.0516212820138857
204,n,0.0787,184.797,184.7183,0.5091999999999928,5.0990195135927845,0.0998623360123619
205,d,0.1431,185.7737,185.6306,0.8335999999999899,3.1622776601683795,0.2636074657516329
206,o,0.0613,186.3487,186.2874,0.5137,6.082762530298219,0.08445175977876206
207,space,0.0648,186.7638,186.699,0.3503000000000043,5.0,0.07006000000000086
208,v,0.1165,187.5393,187.4228,0.6589999999999918,1.4142135623730951,0.465983368801929
209,i,0.0691,188.6748,188.6057,1.0664000000000158,4.47213595499958,0.2384542891205811
210,e,0.127,189.0334,188.9063,0.23149999999998272,5.0,0.046299999999996545
211,r,0.1214,191.0079,190.8864,1.8530000000000086,1.0,1.8530000000000086
212,o,0.0733,191.3283,191.2549,0.24699999999998568,5.0,0.049399999999997134
213,n,0.0873,192.2249,192.1376,0.809299999999979,3.605551275463989,0.22445943440253316
214,a,0.1049,196.0871,195.9822,3.757300000000015,5.0990195135927845,0.7368671545547019
215,l,0.062,196.3265,196.2646,0.1775000000000091,8.0,0.022187500000001137
216,space,0.0893,196.6532,196.5639,0.23739999999997963,4.47213595499958,0.053084253785840446
217,v,0.0837,197.3378,197.2541,0.6008999999999958,1.4142135623730951,0.4249004648149934
