,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,p,0.177,9.2325,9.0555,,0.0,
1,s,0.2055,9.6897,9.4842,0.2516999999999996,8.06225774829855,0.03121954269610372
2,a,0.2398,10.1616,9.9218,0.23209999999999908,1.0,0.23209999999999908
3,d,0.2449,13.3007,13.0558,2.8941999999999997,2.0,1.4470999999999998
4,e,0.164,14.0467,13.8827,0.581999999999999,1.0,0.581999999999999
5,r,0.162,14.5269,14.365,0.3183000000000007,1.0,0.3183000000000007
6,a,0.2107,15.4779,15.2672,0.7403000000000013,3.1622776601683795,0.23410341518226552
7,space,0.1882,20.9267,20.7386,5.260700000000002,4.47213595499958,1.1763282809233147
8,p,0.1763,22.2094,22.0331,1.1064000000000007,5.830951894845301,0.1897460346016719
9,r,0.2169,23.0136,22.7967,0.5873000000000026,6.0,0.09788333333333377
10,o,0.1269,23.6026,23.4757,0.4620999999999995,5.0,0.0924199999999999
11,m,0.2027,24.2369,24.0342,0.43159999999999954,3.605551275463989,0.11970430234540433
12,e,0.2341,24.6582,24.4242,0.18730000000000047,3.605551275463989,0.05194767337649284
13,t,0.2357,25.4674,25.2316,0.5733999999999995,2.0,0.28669999999999973
14,i,0.1319,26.0631,25.9312,0.4637999999999991,3.0,0.1545999999999997
15,o,0.2063,26.4942,26.2879,0.2248000000000019,1.0,0.2248000000000019
16,space,0.1591,33.1419,32.9828,6.488599999999998,5.0,1.2977199999999995
17,c,0.2012,33.7154,33.5143,0.37239999999999895,2.23606797749979,0.16654234296418385
18,u,0.1183,34.8203,34.7021,0.986699999999999,4.47213595499958,0.22063282733990403
19,m,0.2941,40.8757,40.5816,5.7612999999999985,2.23606797749979,2.576531687753907
20,p,0.1287,43.3306,43.2019,2.3262,4.47213595499958,0.5201541329260011
21,l,0.1143,45.5399,45.4256,2.095000000000006,1.4142135623730951,1.4813887065858211
22,i,0.203,46.2427,46.0397,0.49980000000000047,1.4142135623730951,0.35341196923703677
23,r,0.2686,50.4121,50.1435,3.900800000000004,4.0,0.975200000000001
24,space,0.167,56.0407,55.8737,5.461599999999997,3.1622776601683795,1.7271095668775611
25,c,0.226,56.5579,56.3318,0.29110000000000014,2.23606797749979,0.1301838776500378
26,o,0.1069,57.1057,56.9988,0.4409000000000063,6.324555320336759,0.06971241101841291
27,n,0.2029,57.768,57.5651,0.45940000000000225,3.605551275463989,0.12741463507293577
28,space,0.1668,60.8339,60.6672,2.8992000000000004,1.4142135623730951,2.0500439800160386
29,e,0.2031,63.2793,63.0762,2.2423,3.605551275463989,0.6219021249979158
30,l,0.1622,64.4543,64.2921,1.0128000000000057,6.082762530298219,0.16650329434286681
31,space,0.1443,65.8969,65.7526,1.2982999999999976,4.47213595499958,0.2903087055187971
32,e,0.216,66.345,66.129,0.23210000000000264,3.605551275463989,0.06437295777193858
33,n,0.2084,67.5758,67.3674,1.0224000000000046,3.605551275463989,0.2835627403103384
34,c,0.1858,68.1161,67.9303,0.3545000000000016,3.0,0.1181666666666672
35,c,0.1145,71.809,71.6945,3.578400000000002,0.0,inf
36,a,0.199,72.3807,72.1816,0.3726000000000056,2.23606797749979,0.16663178568328682
37,r,0.1978,73.2033,73.0055,0.6247999999999934,3.1622776601683795,0.19757910820731822
38,g,0.237,74.2306,73.9936,0.790300000000002,1.4142135623730951,0.5588264891717298
