,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,p,0.1011,4.038,3.9369,,0.0,
1,r,0.1715,5.3774,5.2059,1.1678999999999995,6.0,0.1946499999999999
2,i,0.101,6.1584,6.0574,0.6800000000000006,4.0,0.17000000000000015
3,m,0.1038,6.9702,6.8664,0.7079999999999993,2.8284271247461903,0.25031580054003755
4,e,0.1853,8.3329,8.1477,1.1775000000000002,3.605551275463989,0.32657974052760375
5,r,0.2375,11.727,11.4895,3.156599999999999,1.0,3.156599999999999
6,space,0.1215,12.0845,11.963,0.23599999999999888,3.1622776601683795,0.0746297527799734
7,d,0.2156,17.0653,16.8497,4.765199999999998,2.8284271247461903,1.6847526168550675
8,i,0.122,18.0855,17.9635,0.8981999999999992,5.0990195135927845,0.17615151258111675
9,a,0.2886,20.9427,20.6541,2.5686,7.0710678118654755,0.3632548956311532
10,space,0.0818,21.6759,21.5941,0.6514000000000024,4.47213595499958,0.14565746805433682
11,d,0.1429,27.8508,27.7079,6.032,2.8284271247461903,2.132634052058627
12,e,0.1914,28.2115,28.0201,0.16929999999999978,1.0,0.16929999999999978
13,space,0.1101,28.4644,28.3543,0.1427999999999976,3.605551275463989,0.039605594010480694
14,v,0.2318,29.8819,29.65,1.1855999999999973,1.4142135623730951,0.8383457997747688
15,i,0.1103,30.8028,30.6924,0.8104999999999976,4.47213595499958,0.1812333095763574
16,a,0.2415,32.827,32.5855,1.782700000000002,7.0710678118654755,0.25211185176425194
17,j,0.1006,33.9228,33.8222,0.9952000000000041,6.0,0.16586666666666736
18,e,0.2281,35.0444,34.8163,0.893499999999996,4.123105625617661,0.21670558096996254
19,space,0.098,35.3858,35.2877,0.24329999999999785,3.605551275463989,0.06747927887079853
20,l,0.1008,39.7169,39.6161,4.2303,4.47213595499958,0.945923836521736
21,l,0.0883,39.8955,39.8073,0.09039999999999537,0.0,inf
22,e,0.1749,41.0043,40.8294,0.9339000000000013,6.082762530298219,0.1535322142444734
23,g,0.1812,43.8328,43.6516,2.6473000000000013,2.23606797749979,1.183908551367039
24,a,0.2567,45.9624,45.7057,1.8729000000000013,4.0,0.46822500000000034
25,r,0.274,49.4245,49.1505,3.1880999999999986,3.1622776601683795,1.0081657408382805
26,o,0.1169,49.6001,49.4832,0.058699999999994645,5.0,0.011739999999998928
27,n,0.1068,50.6987,50.5919,0.9918000000000049,3.605551275463989,0.2750758273080925
28,space,0.1083,51.0865,50.9782,0.27949999999999875,1.4142135623730951,0.19763634534163912
29,a,0.2606,56.3479,56.0873,5.000799999999998,4.47213595499958,1.1182128741880943
30,space,0.0919,56.5512,56.4593,0.11139999999999617,4.47213595499958,0.0249097972693468
31,u,0.113,58.5609,58.4479,1.8966999999999956,3.605551275463989,0.5260499310901948
32,m,0.0946,58.8446,58.75,0.18910000000000338,2.23606797749979,0.08456809090904355
33,,0.0925,60.3053,60.2128,1.3682000000000016,,
34,n,0.0959,60.7864,60.6905,0.38519999999999754,,
35,space,0.0734,61.399,61.3255,0.5390999999999977,1.4142135623730951,0.3812012657376661
36,p,0.1412,67.723,67.5818,6.1828,5.830951894845301,1.0603414522191037
37,u,0.1692,68.9012,68.732,1.0090000000000003,3.0,0.33633333333333343
38,e,0.1664,69.4772,69.3108,0.4095999999999975,4.0,0.10239999999999938
39,b,0.1936,71.1874,70.9938,1.5165999999999968,2.8284271247461903,0.5361990721737578
40,l,0.1735,72.0418,71.8683,0.6809000000000083,4.123105625617661,0.16514250708724112
41,o,0.1323,72.5349,72.4025,0.36070000000000846,1.0,0.36070000000000846
42,space,0.1359,76.1535,76.0175,3.482600000000005,5.0,0.696520000000001
43,a,0.2153,81.4121,81.1969,5.043400000000005,4.47213595499958,1.127738523772245
44,l,0.1482,82.2135,82.0653,0.6531999999999982,8.0,0.08164999999999978
45,g,0.2142,83.6537,83.4395,1.225999999999999,4.0,0.3064999999999998
46,u,0.1105,84.3093,84.1988,0.545100000000005,2.23606797749979,0.24377613090702932
47,n,0.1131,85.6723,85.5593,1.25,2.23606797749979,0.5590169943749475
48,a,0.2041,86.9947,86.7905,1.1181999999999874,5.0990195135927845,0.21929706231151494
49,s,0.2142,87.8468,87.6326,0.6379000000000019,1.0,0.6379000000000019
50,space,0.1254,88.1585,88.0331,0.1863000000000028,3.605551275463989,0.05167032327838087
51,p,0.1381,88.977,88.8389,0.6803999999999917,5.830951894845301,0.11668763733096157
52,e,0.1307,90.4962,90.3655,1.3884999999999934,7.0,0.19835714285714193
53,r,0.1709,90.9466,90.7756,0.27939999999999543,1.0,0.27939999999999543
54,s,0.3099,95.9628,95.6529,4.706299999999999,2.23606797749979,2.1047213445014514
55,o,0.1575,96.0949,95.9374,-0.025400000000004752,7.0710678118654755,-0.0035921024484283333
56,n,0.127,97.0519,96.9249,0.8299999999999983,3.605551275463989,0.23020058143346964
57,a,0.2312,98.6844,98.4532,1.401299999999992,5.0990195135927845,0.27481754016913573
58,s,0.1956,99.1414,98.9458,0.26140000000000896,1.0,0.26140000000000896
