,key,hold_s,t_release,t_press,delta_T,dist,normed_delta_T
0,q,0.1892,2.4189,2.2297,,0.0,
1,u,0.1641,2.7386,2.5745,0.15560000000000018,6.0,0.025933333333333364
2,e,0.2597,3.2421,2.9824,0.24380000000000024,4.0,0.06095000000000006
3,space,0.1994,4.2622,4.0628,0.8207,3.605551275463989,0.22762122552102276
4,n,0.1016,7.9611,7.8595,3.5972999999999997,1.4142135623730951,2.5436752239623672
5,o,0.122,8.4681,8.346,0.3849,3.605551275463989,0.10675205276354535
6,space,0.139,8.9795,8.8405,0.37240000000000073,5.0,0.07448000000000014
7,s,0.147,9.453,9.306,0.32649999999999935,3.605551275463989,0.09055480703376848
8,e,0.2011,9.9828,9.7817,0.3287000000000013,1.4142135623730951,0.2324259989760191
9,space,0.0758,10.4362,10.3605,0.3777000000000008,3.605551275463989,0.10475513205713476
10,f,0.1902,12.5798,12.3897,1.9535,2.23606797749979,0.8736317588091678
11,i,0.1341,12.9471,12.813,0.23320000000000007,4.123105625617661,0.056559307758472864
12,a,0.1766,13.5604,13.3838,0.4367000000000001,7.0710678118654755,0.06175870626883307
13,b,0.0912,13.9841,13.8929,0.3324999999999996,4.123105625617661,0.08064309532458061
14,a,0.2218,14.5648,14.3429,0.35880000000000045,4.123105625617661,0.08702178226303638
15,n,0.1295,14.9567,14.8272,0.2623999999999995,5.0990195135927845,0.0514608738602594
16,space,0.1171,15.3831,15.266,0.30930000000000035,1.4142135623730951,0.21870812742099938
17,u,0.1057,15.9804,15.8747,0.49160000000000004,3.605551275463989,0.13634530823216134
18,n,0.077,16.3273,16.2503,0.2698999999999998,2.23606797749979,0.12070294942543855
19,o,0.0969,17.0877,16.9908,0.6634999999999991,3.605551275463989,0.18402179009771952
20,s,0.2141,17.9879,17.7738,0.6860999999999997,7.0710678118654755,0.09702919251441801
21,space,0.1101,18.4732,18.3631,0.37519999999999953,3.605551275463989,0.10406175681185285
22,d,0.1355,18.7849,18.6493,0.1761000000000017,2.8284271247461903,0.062260752083476104
23,e,0.1697,19.2168,19.047,0.2621000000000002,1.0,0.2621000000000002
24,space,0.1038,19.5036,19.3998,0.18299999999999983,3.605551275463989,0.05075506795460842
25,l,0.1234,19.9314,19.808,0.3044000000000011,4.47213595499958,0.06806590923509384
